Content,Sentiment
"Maalesef tam bir hayal kırıklığı :( görünüşe bakıpta can sıkıcı ne olabilir en fazla derseniz; birinci koli açık geldi neyse kontrol ettik üründe sorun yok. Eve gittik içine malzemeleri domatesleri koyduk sos yapıcaz olmuyor bıçak almıyor salladık tekrar denedik... derken oldu ama blenderi koyduğum yer neden domates ?? bildiğin akıyor altından. Bitmedi, geri gönderelim bari bunu promlemli sanırım ama kullandık mataralarını temizleyelim. Nerde bulaşık makinasında... sonuç tertemiz ve yamuk yumuk 2 matara. Sonuç sinbo mu, bir daha ASLA...",0
"Sorunsuz bir alışveriş, ürün gayet güzel",1
Ok Fena degil satici sanirim teşhir ürünün yolladı çizikleri vardı ama mecburen kullanmak zorunda kaldık,0
güzel tavsiye ederim,2
Olumsuz yönleri: Fiyatndan dolayı almıştım ama gerçekten birz daha verip kaliteli bişy almak en mantıklısı. Hiç iyi değil. Yağını değiştirmek çok zor. Kullanımı kolay değil. Pratik olsun diye aldım ama pişman oldum.,2
Ürün iyi paketlenmiş bi şekilde elime ulaştı.,1
"Bu fiyata harika bir urun. Detaylarini bilmiyorum iphone'dan gectim, kullandikca gorcez.  Paketleme gayet iyiydi. Haftasonu verdigim siparis Pazartesi geldi. Gelmeden surekli sms bildirimleri aldim. amazzon'dan asiri derece memnunuz.",1
Cok guclu cekimi var.. ayarlanabilir dereceli olsaydi super olurdu,1
ütü çok güzel tavsiye ederim,1
"Tüm Türkiye'deki en iyi fiyata aldık, sipariş geldikten 5 dakika sonra
mağaza tarafından aranıp, nasıl bir sıkıntı varmı, memnun musunuz diye
soruldu, ürün hatasız, daha ne olsun ...",1
"Kettl bölümü tabana oturmuyor,malzemesi de kötü önermiyorum",0
Arzumun ürünlerini her zaman beğenerek alıyor ve kullanıyorum.Bu üründede yine işçilik ve malzeme kalitesini göstermiş.Herkese tavsiye ediyorum gönül rahatlığıyla alabilirsiniz.Çayınız hiç bi zaman soğumıcak:),1
Arkadaşlar telefon güzel ama en ufak bir sorun yaşadığınız zaman DELTA GARANTİSİ ne gönderdiğiniz zaman adamakıllı yapmıyorlar ben 3-4 defa göndermek zorunda kaldım hiçbir şey yapmıyorlar onun için DELTA GARANTİSİ ne bulaşmayın,2
"akıtma probleminden bahsedilmiş hiç olmadı. sürekli yanan bir ışığı var. 0 a getirincede yanıyor.
sıkıntı değil. komple kapanmıyor ürün.",1
Paketleme çok özenli yapılmamış kutuyu açtımda aşırı derecede bir plastik kokusu vardı inşallah kulandıkça gider ürün güzel şık görünüşünü beyendim,2
Blender seti aldım 3 yıl garanti var yazıyo  1 ay olmadan bozuldu .dikkatli kullandigim halde,0
50 ml az görünebilir lakin çok yoğun hızlı emiliyor kaliteli sağlıklı tavsiye ediyorum kargo aşaması biraz geçti sadece,2
Çok ağır bir ütü. Ütüyü kullanmadan iade ettik ama yorumlardan anladığım araştırdığım kadarıyla ayar bölümü olmadığı için kumaş tanıma teknolojisi sentetik polyester pamuk gibi karışık kumaşlarda yetersiz kalıyormuş.,0
Çok memnun kaldım iyi ki tefal almışım.  Maydanozda bile sorun çıkarmadan çalışıyor,1
Çok güzel ürün bir kerette 4 kişilik kahve yapabiliyorsun. Uyarı sayesinde kahve taşmıyor veya köpügü gitmiyor. Rahatlıkla alabilirsinz,2
ürün daha gelmedi 9 gün oldu,0
iyi ürün fiyatına göre,0
asus kaliteli marka dedik paraya kıydık aldık tam tamına rezalet bişi bu modem 35 mb vdsl internetimi 200 ping le giriyorum ve ayrıca sık sık kopmalar meydana geliyor almayın asusun hiç bi modemini almayın,0
ürünü farkli yerden daha uygun fiyata aldm fakat alirken kararsızdm ama sonra iyi ki almışım dedm okka minio da lahve icmem bi baska guzel tesekkurler arzum..,1
Gerçekten hızlı şarj anker kalitesi ve hepsiburada ya teşekkürler düşünmeden alabilirsiniz....,2
ürünü az önce hepsiburada dan sipariş ettim... sinbo ya karşı ön yargı besleyenlerden biriyim.. sadece saç kurutma makinesi sıkıntı yasatmadı bana bakalım inş süpürgeside sorun yaratmaz... ve bende diger elektronik ürün alışverişlerimde sinboyu göz önünde bulundururum...,2
Yumuşacık tadı ve bol köpüğü ile Türk kahvemizi eşimle birlikte güzelce içiyoruz. Hızlı teslimat ve uygun fiyata teşekkürler hepsiburada.com.,1
Eski arcelik kahve makinasini kullanan biri olarak bugun aldigim bu yeni telve kahve makinasi  tam bir hayal kırikligi. Makina  birakin közde  kahve tadini normal kahve yapamıyo. Arçelik bu makinayı nasıl piyasaya sürmüş hayretler icindeyim. Yazık verdigim paraya. Arçelik bu makinaları piyasadan çekmesi lazim  görünüşune ve eski telveye aldanmayin.,0
Çok güzel bi çaycı sesli uyarması çok büyük rahatlık sağlıyor,1
kayinvalidem icin aldim fazla utu yapmayanlar   icin ideal bir ütü 😊,1
Şarj girişi bozulmazsa bu para ya on numara telefon,1
"Ben 14 yaşındayım ve kendime bu telefonu aldım çok memnunum navigasyon sistemi olsun,kamera olsun,dokunma-dokunmatik açısından olsun her şeyi çok güzel ayrıca güncellemeleri de size haber veriyor ve yapabiliyorsunuz özelliklede telefonda.Ve ayrıca şu an bence en çok alınacak telefon bu çünkü;
1-fiyatı özelliklerine göre çok ucuz
2-8 gb hafıza kartı hediye
3-özellikleri çok güzel ve kullanışlı
ve daha bir sürü",1
Huawei P20 pro süper şarj desteklemiyor,2
Olumsuz yönleri: çok gürültülü çalışmakta be rendele bölümü  daha uygun şekilde dizayn edilebilir . Domates gibi yumuşak ürünleri dilimlemiyor . Eziyor sadece sert  ürünler  dilimliyor,0
"Kesinlikle tavsiye ederim,çok beğendim.",1
"Adım sayar kesinlikle yanlış çalışıyor , bir saatlik bir toplantı esnasında yerimden hiç hareket etmedim fakat 150 adım arttı.",0
"Çok güzel,küçücük,emiş gücü harika bir ürün.Ancak sesi biraz yüksek.",1
Çok kaliteli ve kullanımı kolay,1
Oyun oynarken makro lazım diyorsanız gerekli ancak sürekli logitechin yazılımını açmanız gerekiyor makroları kullanmak için. Fare oldukça küçük bunu göz önüne alın. Makro kullanmam derseniz hiç bu fareyi almayın,2
"Çorba yapmak bu kadar eziyetli olmamıştı.Parçaları temizlemek kabus gibi ,sürahi kısmı çok ağır söküp takmak inanılmaz zor. Çorba kısmına gelirsek yoğun bir kıvamda oluyor.Kullanışlı değil tavsiye etmiyorum.",0
good,1
"ütülemesi biraz zayıf gibi geldi dereceyi açınca kıyafeti parlatıyor
buhar kısmı su akıtıyor.. onun haricinde göeünüşü hüzel yumuşak.. bazı
arkadaşlar ağır demiş ama  ütü ne kadar ağır olursa  o kadar iyidir aslında",1
performans olarak güzel uygun denilebilecek fiyatta.beklentiyi evet karşılıyor fakat alt standı biraz zayıf gibi hemen çıkabiliyor.,2
Güzel ürün çok memnun kaldım,1
"Ürün güzel ama ben hızlı kargoyu işaretledim elime hızlı gelsin diye ama ürün normal kargo şartlarında elime ulaştı, ürünün hızlı gelmesini isterdim.",2
kesinlikle kusursuz bir lens mutlaka bulundurulmalı,2
"Teknik özellikleri iyi ancak sıkıntılı bir model. Forumlarda okumuştum ama gene de aldım ancak aynı sorunlar bende de oldu. İade ettim. amazzon iade konusunda çok net ve kolaylık sağladı, bu yönden iyiydi.",0
Paketlemesi güzel ürün de güzel,1
"Cok kullanisli ve cok tatli, yorumlarda bahsedilenin aksine hic damlatma problemi yasamadim bu fiyata hic dusunmeden alinabilir",1
Gerçekten hem kaliteli hemde göründüğünden daha güzel teşekkürler Trendyol,1
ürün gayet güzel evet çok sesli ama saç kıllarına varıncaya aldı 😀,1
1 ayda bozuldu.,0
3.5 ay oldu rowenta süpürge aldım. Ömrüm boyunca bir daha rowenta almam. Lanet olsun.,0
memnun degilim kesinlikle,0
"Ürün bence güzel bir ürün, aldık yaklaşık 10 aydır kullanıyoruz.Çekim gücü çok kuvvetli halıya yapışıyor biz çareyi. ( eski  süpürgem için aldığım başlığı kullanmakta ) bulduk şimdi eskisi gibi yormuyor.. Seside çok gürültülü değil. 3A olması yeterli 4 A ya gerek yok, alırken yanında yedek hepa filtrede alın 1yıl sonra lazım olur takarsınız...",1
kötü bi sıkıntısı yoktur almanızı tavsiye ederim güzel,1
Tebrik Ediyorum Memnunun um,1
"Bulunduğum yerde mağazadan almıştım,  yok böyle  berbat  makina , çamaşırlar leş gibi kokuyor,  kesinlikle tavsiye etmiyorum , arçelik  9 kiloluk 9103 YP",0
Üzdü... Kargo hızlı ve özenliydi ancak içindeki kireç filtresinde delikler var.Defolu ürün geldi.,0
Ürünü kullanırken güç düğmesine basılı tutmanız gerekiyor. Sürekli oraya basarak kullanmak da insanı uğraştırıyor,2
"Aşırı kopma sorunu, düşük wifi gücü... Kesinlikle tavsiye etmem...",0
arkadaşlar usb 3.0 olması bence hızlı olduğunu göstermiyor. ben kingstondan bunu beklemezdim açıkcası. bi film atarken işkence çekiyorum resmen.,0
türksat kanallarını hordbitten veriyor.hordbirt kanallarını türksattan veriyor,0
Ürünü dışarıdan bebeğimiz için aldım. Düşük ayarda termostat ile yakarım ara ara kendi yansın kapansın diye. ancak 1 konumunda termostat sıfıra gelse bile bir adet çubuk yanıyor sürekli. Servisi aradım şimdi Kumtel ürünleri bu şekilde çalışıyor dedi. Bilginiz olsun diye yazdım.,0
ürünün orijinal olup olmadığından emin olamadım???,0
"USB içerisinden çıkmadı telefonda kargo yapacaklarını söylemelerine
rağmen göndermediler",0
hiç dusunmeden alın iç genişliği cok güzel kac aydır kullaniyorum cok begendim,1
Çok memnun Kaldım küçük kullanışlı,1
hayır beğenmedim 1 günde arıza yaptı,0
"Ürün gayet kullanışlı, kek, börek, kurabiye hepsini çok güzel pişiriyor gönül rahatlığıyla sipariş verebilirsiniz :)",1
hayır beğenmedim.,0
kulaklı lı olması gereksiz kullanımı engelliyo telefonun kulaklığı ile kullanmak hem daha kolay hem daha ucuz oluyor.,2
ÇOK KULLANIŞLI,1
"Ürünü beğendim ama keşke koyduğunuz kutu da ürünün kutusu olsaydı başka
bir ürünün değil",0
Bu boyutta bir monitöre bu çözünürlüğün verilmesi çok kötü.. 2 tane windows ekranı yan yana koyulamıyor. Hele birde paket program kullanan birisi iseniz hiç işinize yaramaz. işyerimde bana verdiler hiç memnun kalmadım açıkcası..,0
ürün oyuncak gibi çekiş gücü neredeyse hiç yok şarj kablosu basit kulaklık kablosu gibi vasat,0
Olumlu yönleri: Samsung Galaxy j prime ailesini piyasaya sunarken bu kadar başarılı olabileceğini tahmin ediyor muydu acaba? Piyasada bulunan en iyi telefonlar bunlar sanırım ısınma derdi yok kasma derdi yok güvenlik açığı yok darbelere dayanıklı daha ne olabilir ki? Bu telefona verdiğim her kuruş helaldir. Sonuna kadar hak ediyor parasını öyle piyasada dolaşan yeni yetme şrketlerden değil herşeyden önce insanı kazıklamıyorlar,1
Cihaz honor Huawei yazmıyor. Bilseydim honor olduğunu almazdım.,0
Olumsuz yönleri: Birde fatura göndermeyi denemenizi tavsiye ederim.,2
Fiyatına göre bir ürün,2
gayet iyi idare ediyor,2
hızlı gönderim için teşekkürler,1
Teslim alınmadı,0
"beklediğimizden daha kaliteli. 3 yıl garantisi var diye tercih ettik.
ama 1 yıl daha garanti uzatma imkanı sunmuşlar. daha ne olsun...",1
ürünü hiç beğendim ürün kullanılmış çıktı ve suyu hiç kaynatmıyor hiç memnun değilim,0
Çök güzel gerçekten,1
fiyat performans olarak süper,1
küçük ama etkisi büyük çok beğendim,1
ürünün ses ile ilgili hiç bir problemi yok. şarjıda uzun süre dayanıyor. ayrıca nokialarda müzik dinlemeye de yarıyor. o bakımdan almanızı tavsiye ediyorum arkadaşlar.,2
"Öncesinde yerli malı uygun fiyatı diye Sunny marka bir TV alıp
yaptığımın hata olduğunu anladıktan sonra Samsung markasına güvenerek
aldım. Yorumlardaki gibi geçişler biraz yavaş olsada sıfır ürün olarak
uygun fiyat ve taksit seçeneği ile alınabilir. Ürünün kargoya verilmesi
2 gün, kargo süreci 6 gün, Servis 1 gün = 9 gün sürdü. (İstanbul)",2
"kullanışlı ancak ana gövde zayıf bir plastik maddeden yapılmış.
darbelere karşı dikkatli olmak gerekiyor.",2
urun gerçekten çok iyi,1
Ürün içeriği adet olarak çok az geldi. Yada benim beklentim çoktu bilemiyorum. Ama kullanım sonrası yüzümün temizlendiğini hissettim. Bu açıdan çok iyi.,2
Çok sesli çalışıyor.,0
Çok basit kalitesiz.Boşa para vermeyin,0
Ürün çok pis geldi. Ayrıca hiç görüdüğü gibi değil inanılmaz adi bir ürün. Fiyat ucuz diye sakın almayın.,0
Ürün iyi fakat üzeri çizik doluydu teşhir ürünü gibi,2
teşekkürler hepsi burada. ürün ü kullanıyorum .şık ve kullanışlı  ayrıca güçlü..,1
görselde begendik iyide geldiginde cam catlak cıktı   .,0
Olumlu yönleri: 99,1
Ürün geldi diye bir telefon bile açılmadı,0
iiiiiiiiiiyiiiiiiiiiiiiiiiiiiiiiii,2
Ürün elime bile ulaşmadı birde utanmadan alışveriş tamamlandı diyorsunuz dolandırıcılar,0
makinanın heryeri yapışkanlı gibi tuttuğum yer yapışıyor,2
tekerlerden biri yuvasına uymuyor ve iade etmeye üşendim. çekişi güçlü değil. ben kedi odası için aldım.kedi kumu artığını alsın yeter dedim. mal ucuzum ben diye bağırıyor resmen. klasik sinbo malı yani. eğer ev geneli için alıyorsanız tavsiye etmem. küçük işleri halleder.,2
Izmir de ikamet ediyorum Dün sipariş verdim bugün teslim aldim. 20 saatte teslim ettiler. Teşekkürler.  Çok fonksiyonlu kullanışlı bir mikrodalga fırın. tavsiye ederim. fiyatına göre güzel bir ürün.,1
Piyasadaki en iyisi belki de,1
"gayet şık ve kullanışlı, ben aldım indirim oldu :/",1
Henüz kullanmadım ama çalışıyormu diye denedim sorunsuz güzel bir ürün,1
Ürün Kalitesinde şüphemiz yok fakat ürün Kutusu Yırtık şekilde elime geçti. Ütü iç paketlemeside çok iyi değil Ütüde naylon ambalaj bile yapılmaması benim açımdan iyi değil . Paketleme haricinde üründe başka bir sıkıntı görmedim.,0
Çeyizim için almıştım. İlk denemede hemen ısındı su akıtma yapmadı. Kumaş üzerinde rahat kayıyor ve ağır değil. Çok ütülerde kolumuz yorulmayacak :),1
Ürünü aldığımızdan beri memnunuz. Fiyatına göre işini görüyor en azından. Youtube kanalında da incelemesini yaptık merak edenler Durgun project sayfasından bakabilirler.,1
"Hızlı gönderi, çok şık bir klavye. Bilgisayar için düşünüyorsanız tavsiye ederim. Ancak akıllı tv ile (Benim örneğimde, Samsung 55MU8000 ile) uyum sağlamadı. Ses tuşları vb çalışmadığı gibi alıcı tv'ye takılı iken normal tv kumandası da anormal hareket ediyor. Uyumsuzluk var.",2
Hızlı kargolama.,0
ürünü yaklaşık 20 gündür kullanıyoruz..Ama fazla sesli çalışıyor..Uyurken rahatsız edecek boyutta. buda rahatsızlık veriyor..Kapakları zor açılıp zor kapanıyor ve kapak açık kaldığında uyarı sensörü sinek vızıltısı gibi buzdolabı çalışma sesinden bile daha az çıkıyor..çoğu zaman kapak açık kalıyor..İç hacminde bulunan plastik kokusu defalarca silmeme rağmen çıkmadı..Ama dış görüntüsü güzel..,0
"Ürünün, üretim kalite kontrolünün çok iyi denetlenmediğini düşünüyorum. Fonksiyonel olması ise bazı eksikliklerin gözardı edilmesine yol açıyor.",2
Kesinlikle berbat bir ürün domatesi bile doğramıyor biraz zorlayınca hemen ısındı ve plastik dişli kısımda erime oldu kesinlikle tavsiye etmiyorum,0
"MÜKEMMELLL ÖTESİ. FİYATI YÜKSELMEDEN ALIN ARKADAŞLAR.

GECE 01:00 DE SİPARİŞ VERDİM, HEPSİEXPRESS İLE...
10:30 DA ELİME ULAŞTI ŞAKA GİBİ :D
9 SAATTE HERŞEY TAMAM.
 TELEFONA GELİNCE ALIN GİTSİN :D ARAŞTIRMAYIN ZAMAN KAYBEDERSİNİZ....",1
"ürün elımze ulaşdı  ama  sankı çöpden  cıkmış gıbı bı halı vardı  hiç
memnun kalmadım  ürunun degışımını  yapdım ınşllah bu gelende ole olmaz",0
20 numara ürün,2
"çok kötü philips olduğu için aldım,çekişi berbat,param çöpe gitti resmen,kesinlikle tavsiye etmiyorum",0
Morluk ve koyu halkalar üzerinde hiç etkisi yok diyebilirim. Sadece nemlendiriyor,0
Ürünü beğendim kullanışlı ve motor gücü iyi,1
"kesinlikle mükemmel.ceyiz için aldim.aklimda şüphe kalmaması için
denemem gerekiyordu.iyiki almışım. tereddüt bile etmeyin",1
"Söylenildiği gibi sürekli uç kısmı ayağınızla basmak  zorundasınız.
Çekim gücü yüksek fitatlı ürünlerle aynı. Şarj 15 dk civarı gidiyor. 350
tl olanlarda öyle. Ama uç kısım bağlantı 19. Gününde kırıldı. Artık
iadede yok mecbur garantiye gidecez inşallah sonuç alırım",0
telefonu persembe günü sipariş ettim cumartesi elime ulasdı cok tsk almakla almamak arasında kalmısdım süphem vardı burda yorum yapanlarada guvenmıyodum menfaaat için yazıyollar sandım ama gercekden cok ıyı bi telefon daha once samsung s 6 kullanıyodum onu 5 e katlar perfonmans bakımından 3 saat kullandın cpu sıcaklıgı 32 derece gayet iyi gecişleri sü per herkese tavsiye ederim,1
Ürün performansı iyi fakat biraz buyuk oldugu icin kulakta zor duruyo ve kaba gozukuyo,2
Olumsuz yönleri: 1 bile fazla geldi sağ tarafı kırık çatlaklar mevcut sırf iade et yenisi gelsin süreciyle uğraşmamak için iade etmedim birde kumtel fazla yakıyormuş alacak arkadaşlar onu da göz önünde bulundursun ucuz diye alıp yüksek fatura ödemeyin,0
İdare eder. Küçük tozları ve ekmek kırıntıları için iyi. Ancak çok şey beklemeyin.,2
Arçelik ürünlerinden ailecek hep memnun kaldık ama çamaşır makinam berbat beyazlarım sapsarı oldu çamaşırları nasıl makinaya atıyorsak öyle çıkarıyoruz daha önceki makinanız 8 kiloluktu ve çok memnunduk defalarca servis gelmesine rağmen bir çizim bulunamadı,0
Yeni aldığım notebook için sipairş verdim.Fiyat ve performans olarak gayet başarılı.,2
"çok uğraştırdı firma için fazla lafım yok ama onlarında işlerinin
üzerinde duymadıkları takibini yapmadıkları kesin",0
"Hatalı ürün geldi,yeterince ilgilenilmedi.",0
Ürün gayet özenli paketlenmisti tesekkurler...,1
Avantajlar : sıkma devrini ayarlayabiliyorsunuz<br />Gerçekten özellikleriyle sizi memnun edecek ürün.,1
Şuanlık sadece papates kızarttık çok güzel oldu hiç kızartma kokusu yok. Sadece zamanlayıcı bitince dursa daha iyi olabilirdi.,1
"Kullanım kılavuzunda gerekli bilgiler verilmiş, hiç bilginiz yoksa çalıştırmadan bir göz atın yoksa makineye zarar verme ihtimaliniz yüksek!Bunun haricinde motor gücü biraz daha yüksek olsa daha iyi iş yapabilirdi, fakat bu fiyata daha ne olsun. Hem dayanıklı hem bardakları kaliteli hem de ısınmadan kaynaklı aşırı plastik kokusu yapmıyor.",1
"Alalı 2,5 yıl oldu.bozuldu..sessizliği emi gücü güzeldi oysa",0
Çok güzel bir ürün.,1
Ne Tavuk nede Köfte pişiremedim,0
Henüz kurulumunu yapmadik ama markayi begendigimiz için tercih etmistik,2
kullanmadan yazmak istemedim. daha önce arçelik blender setini yıllarca kullandım çok iyiydi. pahalı olduğu için indirimde bu ürünü aldım. malzeme ve kalite olarak basit ama iş görüyor. fiyat performans ürünü,2
Çok memnun  kaldık. Gönül rahatlığıyla alabilirsiniz. Suyunuz hazır çayınızı demleyebilirsiniz😃,1
Ürün fena değil. Ofis kullanımı için ideal.,2
Urunu alali 1yildan fazla oldu aldigima ve verdigim paraya  pisman oldugum tek urun. 1Kez kilitlendi ve servise gitti. Dosya indirmek neredeyse imksnsiz surekli baglantisi kesiliyor. Modem pc arasi 1m olsa bile kablolu baglansaniz bile mumkun degil buyuk dosya indirmeniz. Paranizi cope atmayin. Ne firmware guncellemesi nede ayarlamalar bir ise yaramadi . Repeater kullanarak ancak cekim gucu yetiyor . 70 M2 alanda bile fiyasko wireless modu . Baska daha ucuz bir modeme gecmek zorunda kaldim,0
waillant  kombim 1 ay geçmeden F5 arıza verdi. Telefonla baca sıkıntısı olduğu söylendi. Bacayı söktüğümde içinin su dolu olduğunu gördüm. yoguşma borusunun içini parmağımla oynatınca su boşaldı bir daha f5 sıkıntısı olmadı ama bu defa f4 verdi yetersiz gaz arızası verdi.  servis geldi gaz firmasına topu attı gaz firması geldi ölçtü her şey normal.yeniden servisi aradım ber çalışma yaptılar  bu defa f4 vermiyor ama kombi içinden su kaçağı var 3 kez geldiler. değişim istediğimde servis biz değişim veremeyiz merkez verir diyor. merkez de arıza aynı değil diyor. sonra fişe bir baktım her fişe ayrı arıza yazmışlar. her seferinde farklı yazıp değişimi önlüyorlar.Bu arada bir kaç kez garanti uzatmam için arandım hatta bana garantimi neden uzatmadığım soruldu vel hasıl pişmanım . sessiz diye aldım ama çok sesli yorumlara kanmayın görerek bildiğiniz beğendiğiniz kombi alın vestel de aynını yapıyor. ikisi benim çin bitmiştir. bunlara 1 yıldız bile fazla  ama daha aşağısı yok,0
Eşim yeni almış teşhir ürünü kullanım klavuzu yok yemeği geç pişirdi birde keki kaç dk ortalama ısı ayarı nedir çözemedik fanlı veya fansız nası yapıyorsunuz kek ve börekleri,0
ürün güzel değil....,0
Ürünü daha kullanamadık bakalım.,2
"Telefon genel olarak güzel eşim için aldım ama kamera çekimi çok parlak,doğal bir görüntü vermiyor iPhone dan sonra kullananlar için en büyük sıkıntı bu:)",1
Sipariş verirken yazdığım adres ile kargo şirketine verilen adres arasında farklar vardı. Kargo mahalleye kadar geldi ama evimi bulamadı. Tekrar dağıtıma da gelmediler. Şubeden almak durumunda kaldım. Ürün ise ilk kullanışında sıkıntı yok kahvesi fena değil. fiyat performans bakımından değerlendirilebilir.,1
"Gayet güzel ürün sorunsuz teslim aldım. Bugün kullanmaya başladım
suanlık bir sıkıntı gözükmüyor. Mağazaya teşekkürler",1
almadan once cok arastirdim muadilleri daha pahaliydi tereddutlerim vardi fakat bekledigimin ustunde cikti malzeme kalitesi guzel ses olayina takilmadim yuksek diyenler olmus ama bana gore normal supurgeyi calistirip yaninda uyumicaz nihayetinde bir yani tereddute dusurdu beni o da filtresi cok kirleniyor zmaanla kullanilmaz hale geldiginde degistirebilir miyiz onu bilmiyorum onun disinda harika bi makina 89 tlye almistim gecen hafta pisman degilim.,1
"Baya övüldüğü için aldım daha kullanmadım ama sorun olabilecek tek şey ürünün kablo boyu olabilir,baya kısa.",1
Açıkçası biraz hayal kırıklığına uğradım. Kahveyi çok köpürtmüyor.,1
Bilgisayar yani masa ustu eyvallah ama odada daha genis bir kitleye hizmet etsin derseniz daha guclu modele bakin derim. Ama suratli ve sikintisiz dagitim oldu. Tesekkurler.,2
demirdöküm servis ve sağlamlık bakımından tercihim bu oldu kullanıyorum 4 ay oldu sorun yok tavsiye ederim HB EKİBİNEDE ÇOK TEŞEKKÜR EDERİM,2
Kesinlikle rezalet bir urun bosuna para kaybetmeyin. Mouse uzun pil omru olsun diye kullanmadiginiz her saniye mouse kendini kapatiyor ve yeniden calismasi icin cok ugrasiyorsunuz.,0
Ürünün lensi gerçekten çok kötü. Ve telefonu çizmeye çok müsait. İyi yorumlara aldanarak aldım pişmanım.,0
"Çocuğuma hediye verdim. Mutlu oldu. Honor telefonuyla eşleştirdi. Umarım
daha aktif olur.",2
bu sektörde kral xiaomi gerisi yalan dolan,0
çekim  gücü  yüksek  pratik,1
ürün güzel kullanışlı fakat alt plastik çatlak çıktı,1
Yorumlarda herkes olumlu bahsetmiş bende alacağım,1
Geri iade etmek isterdim,0
İs yerinde yaklaşık 6 aydir kullanıyoruz çok memnunuz.kalitesi tartışılmaz herkese tavsiye ederim.,1
"ÜRÜNDEN 01/03/2020 MEDİA MARKTAN ALDIM. HAZİRAN/2020 ÜRÜNDE DONMA, EKRANDA KAPANIP AÇILMA, KUMANDADAN HİÇ BİR ŞEKİLDE İŞLEM YAPAMIYORUM.  UYDU ALICISINI KAPATIP FİŞİNİ ÇEKİYORUM. İKİ DAKİKA BEKLİYORUM. DAHA SONRA DÜZELİYOR. BİR YAKINIMDA ALMIŞ NEXT 2023 Ü AYNI ARIZA ONDADA VAR. BAKALIM NEXT MALININ ARKASINDA OLUP İADE ALACAK MI?",0
4gb ram tek parça mı belirtilmemiş. 16gb a kadar destekliyor. bu iyi bir şey. ama ram 2×2gb şeklinde gelirse ek yapmak istediğinizde eski ram bellekler işlevsiz konuma düşecek. diğer özellikleri iyi. elinizde eski bilgisayarınızdan bir ekran kartı da varsa sizi uzun yıllar problemsiz götürebilir.,2
su sızdırıyor tavsiye etmem,0
"Olumlu yönleri: Henüz kullanmadım. Ama ablam da annem de bu ütüyü kullanıyor. Onların tavsiyesi üzerine aldım. Hatta ben aslında daha üst model bişey almaya kalkmıştım, onların ütüden memnuniyeti fikrimi değiştirdi. Anneme ve ablama göre gayet iyi, sorunsuz bir ütü yani. Zamanla göreceğim ben de.",1
"Ürün çok kalitesiz ben bukadar kalitesiz oldugunu düşünmüyordum
bilseydim almazdım",0
tşk..............................,1
Olumsuz yönleri: Ürün berbat bir kargolama yapılmış hiç bir koruma yapılmadan bir kutuya konulmuş kutu paramparça hasarlı bir halde ulaştı böyle bir şey nasıl yapılıyor bu kadar özensiz bir satıcı daha görmedim ayrıca ürün su akıtıyor asla tavsiye etmem,0
Online oyun oynayanlar için kesinlikle tavsiye etmiyorum  oyundayken klavye komutlara cevap vermiyor usb portundan sandım ama değil az önce vura vura parçaladım tavsiye etmem.Yazı işleriyle uğraşan alabilir pil tasarrufu iyi onun dışında birşeye yaramaz,0
İdare eder FaLa bişey yok,1
dokunmatik ekran kötü,0
Cam olması çok güzel fakat çok sesli çalışıyor.  çalışıyor. Rahatsız edici.,2
Rengi çok tatlı güzel kaliteli bir ürün çok beğendim,1
ne ucuk yorumlara bakin ne diger kulakliklar ile kiyaslayin fena degil.,2
"Çok güzel paketlenmiş. Sorunsuz teslim edildi. Ürünün genişliği çok
iyi,rengi çok güzel. Isıtması gayet hızlı ve ısısı çok yüksek. Tavsiye ederim.",1
ürün güzel satıcı hızlı,1
üründen memnun kalmadım. özellikle desen dikimlerinde çok başarısız. kumaşı büzüyor-topluyor. iade etmek istedim fakat satın aldığım firma olan istereyon firması iade almak istemedi. eğitim verelim dediler. verdikleri eğitimde ise desen dikerken kumaşın altına kağıt koymamı vs gibi çağ dışı şeyler söylediler. firma iade almaya yanaşmayınca ben de tüketici hakem heyetine başvurdum ve makineyi iade ettim.,0
Gayet kullanışlı ve güzel bir set,1
"Almak isteyenler hiç düşünmeden alabilir 
Hız ayarı sayesinde istediğiniz ayarda süpürme fırsatı muhteşem??
Philips kalitesi diyorum ??",1
Yağlanma yapıyor. Elinizden bile çıkması çok zor oluyor saçtan çıkması için uğraş gerekiyor. Bu para kesinlikle etmez.,0
gayet sessiz ve genis konusmak icin erken ama alinabilecek en iyi buz dolabi,2
"reklamında gösterildiği gibi etkili bir ürün. kullandığınız anda hemen etki ediyor. durulanmadığı için tereddutlerim vardı ama saçta yağlı bir görünüm bırakmıyor, ağırlaştırmıyor. tavsiye ederim",2
Bende hakkımı helal etmiyorum bu kadar berbat Bi süpürge görmedim hiç çekmiyor param çöpe gitti,0
Fırın kusurlu geldi. Bir kaç yerinde defo var ve kendi tepsisi içine girmiyor.,0
Ürünün on camında bir yamukluk var ayrıca govde tam oturmamış köşeler de boşluk var. Pişirmesi iyi.,2
Ürünü gitti gidiyordan aldım 1 kez bile kullanamadan çöpe attım çünkü ısınmıyor bile sakın almayın,0
Olumlu yönleri: Ürün gayet kaliteli,1
Fiyatına göre anca bu.,2
Elektrik sarj kablosu konulmamis kabul edilebilir şey değil .,0
Fiyatı göz önünde bulundurulursa başarılı. Ancak aile için ideal olmayabilir,1
