Content,company
1905ten 1966ya kadar yani 60 yıl ortada ali sami yen diye bir stadın olmadığı süre boyunca galatasarayın ne yaptığını merak etmemi sağlamış firma yani 60 yıl boyunca oynadığı mekana veya tesislerine ali sami yen adını vermeyi akıl etmemiş bir kulüp şimdi çıkmış bu isime sahip çıkıyor tamam sahip çıkacaksan çık da o zaman sponsor ismi niye alıyorsun hem adamlardan parayı söğüşle hem de sözleşmeye uyma stada hala ali sami yen demeye çalış on ne alaka memleket hayır merak ediyorum takım atatürk olimpiyat stadında oynarken neredeydi bu tüzük maddesi niye orayı ali sami yen olimpiyat kompleksi filan yapmaya çalışmadılartürk telekom sonuna kadar haklıdır bu konuda adamlar isim karşılığı 10 milyon lira para veriyor be sen ali sami yen diyeceksen niye salak gibi versin o parayı,telekom
ulan diyerek başlamak istiyorum ulan tt sen bana hizmet veriyorsun değil mi peki ben iki ay öncesinin fatura dökümünü almak isteyince benden neden 8 lira istiyorsun he ne güzel dünya lan anasını satayım gelen sokuyor giden sokuyor he rişlem için 1 lira 8 lira 10 lira yok nakil yok bakım özelleştirmeye bağlayacağım konuyu diyecekler ki özelleştirmeden önce nasıldı da sen böyle konuşuyorsun oğlum bak ben özelleştirmeden önceki halini de savunmuyorum ki temel yanlış sistem yanlış 2 mb 6 ay indirimli tarifeye geçmiştim iptal edecem yok arkadaşım böyle olmaz o kadar sövüyorsak iptal de ederiz saçmalıktan başka bir şey değil ben iki kağıt parçası isteyecem bilgisayardan numarama bakıp yazdır tuşuna basacak üstüne bana ait olan bir kağıt parçası için 8 lira verecem iptal edin sizde ciddi diyorum sövüyorsanız iptal edin,tt
ttnet müşterilerinin paket detayları dahil tüm anlaşma bilgilerini diğer şirketlerin kullanımına açan garip şirketeskiden bu yoktu bakşirketlerin müşteri bilgileri haksız rekabet unsuru olarak bu kadar rahatlıkla ortalıkta sürünmüyordubilgilerimin gizli tutulmasını istiyorum demişsen bir degizli kalıyordukim aldıydı bu kurumu devletteniş ahlakı çok güzelmişöpüyorum kendisini buradan,ttnet
daha türkiyedeki altyapıyı düzeltmeden avrupaya yatırım yapan güzide kurum bi kaç gün evvel evdeki sabit telefon hattı kesildi sorunu bildirdik düzelttiler hemen ardından düzgün çalışmakta olan adsl sorun çıkarmaya bi kaç dakika arayla bağlantı kesilmeye başladı şimdi bunu düzeltmeleri için ttneti aramaya çekiniyorum acaba sular kesilir mi diye,ttnet
işin ucunda alacakları varsa bir şekilde sizin cep numaranızı bulup olmadık bir anda arayıp kibarca efenim icralık olmanızı istemeyiz 100 lira borcunuzu taksitlendirelim ufak ufak ödeyin diye bir sistem geliştirmişler ttnet bokuna bir telefon hattınız var ve numarasını sorsalar alık alık bakacağınız bir hat tabi enayi gibi 14 tl ödemek istemiyorsunuz ve bu 14 liralar birikip sizi icralık boyutuna getirmiş hattın ucunda bir ahize olsa durmadan kafanızı ütüleyecek telekom onların kayıtlarında bir cep numarınız da yok iyi yırtarım diye sevinmeyin buluyorlar valla,ttnet
3 gündür izmirin internetini kısmış firma bozuntusu 8 mbite kadar dediydik zaten deyip 3 gündür 025 mbit hız vermekte bir beis görmemekteler millet çağrı merkezlerine ağlarken cevap olarak tamam la tamam biliyoruz problemi arıza var diyemeyecek kadar tatildeler ya da vurdum duymazlar kendileri bunların yüzünden isp çağrı merkezlerine çemkiriyoruz o oluyorekleme gün 3 yoksun gün 4 yok 5 6 ertesi gün internetim yok,isp
her abonesini istisnasız öpen kurum öpüyorlar mütemadiyen efenim biz ne yapıyoruz kullanmaya devam ediyoruz aman efendim sabit numaramız olsun aman efendim internetimizde o telefondan olsun aman efendim ben sisteme uyan koyunum senden bahsetmiyorum kendimden bahsediyorum sevgili okur sana koyun dermiyim mazallah telekom dünyanın en çok kazanan kurumu olur allah bizi korusun yani öyle bir durumdan avrupa fatihi telekom filan olur cem yılmazı severim kapitalistin önde gideni olsa bile bizi güldürüyor eyvallah ama insanda biraz güldürdüğü adamları düşünme duygusu yok mudur tamam abi açtın taksimetreyi biz sana güldükçe daha da çok kazan ama yeter artık ya oynamayın şu şirketin reklamlarında adamlar bizi öpüyorlar görmüyor musunuz ahh ahh gerçi parlementodaki milletimizin vekilleri büyük adamlar siz misiniz büyük biz büyüğüz biz çünkü bize telekom açıktan hediye vermiyor öpüyor mütemadiyen bizler de eniştem bizi niye öptü diye soruyoruz bu ülke de sözde tekel bile rekabet ortamına dahil edildi ama telekom tekelini kıramıyoruz döşedik kabloları yahu o kablo paralarını cebimizden vererek döşedik ama döşüyorlar kablolardan bahsettiğimi söylemiştim değil mi döşüyorlar mütemadiyen halen avrupaya da döşemeye gittiklerini söylüyorlar ama avrupa yemez o işi tekel yok orada anca döşersin kabloları parası neyse verirler başka da bir halt alamazsın kolayındanneyse efenim kendi adıma karar verdim 12 ay içerisinde bu kurumdan kurtulacağım bana telekom bağlantısı olmadan nasıl internete girebilirim hakkında fikir verebilecek varsa bir mesaj uzağındayım teşekkürler türkiye döşediklerini gördüğümüz için kablolar filan işte,telekom
aklı sıra kurnaz şirket 2008 yılındaki öğrenci evimde ev arkadaşlarımın yavşaklıkları sonucu adsli ben açtırıp üzerime almış 2009 başında da evden ayrılmıştım son dönem borcu da bir şekilde ödenmemiş kaldı sonrasında ihmalkarlıktan ben bu adsli kapatmamıştım 3 ay borç ödenmeyince telekom kapatmıştı buraya dikkat kapalı olan adsl hattına her ay 4050 lira fatura ve 10ar lira da telefon ücreti gelmeye devam ettiakabinde 2011de bu adamların aklına beni aramak geldi maximus bey şu kadar borcunuz birikmiş icra olmuş dalyarak hukuk bürosu sizi arayacak diye konuşmaya başladılar 2 yıldır neden haber verilmedi dedim prosedür böyle cart curt dediler sizin ben amınıza koyim dedimo vakitten bu zamana kullanmadığım ve hattı kapalı adslin borcu faizleriyle beraber tam 900 lira olmuş haftada bir defa da hukuk şirketi beni aramaya başladı dedim ki sıkıysa bir yaptırım uygulayın ne o evde oturuyorum ne de sgk gelirim var ben bu haksız ve şerefsizce talep edilen parayı ödemeyeceğim gel zaman git zaman bunlar telefonda sürekli ödeme tarihleri verdiler borcumu 4 taksit yaptılar ben sürekli icra ile ilgili ne yaptırım yapmanız gerekiyorsa yapın dedimyaklaşık 9 aylık aramaları sonucu bugün telefonumu bomba bir haberler açtılartelekom borcunuzda indirime gitti 907 tl yerine 590 tlye indirdi ayın 26sına kadar şu şu banka ve bayilerden ödeyebilirsiniz dediler nasıl güldüm anlatamam bir yandan babam beynimi yedi öde borcunu diye süper fırsat ama bir yandan da 590 liranın en az 500ü haksız kazanç niye vereyim diye beynimi kemiriyorumözet geçmek gerekirse kazandığı paranın kaydadeğer bir kısmı haram olan ömrü hayatımda memnun kalmadığım lanet şirket,telekom
geçen sene istanbuldaki öğrenci evimde bulunan hattını kapattırdım  izmitte de bir sabit hat ve bağlı internet hizmeti bulunduğundan kalan tutarın bu faturalara eklenmesini teklif ettim yapmadılar tabii ki ve ben de salladım eklemezseniz eklemeyin diye geçen gün eve zarf göndermişler 18 küsür lira ödeyin tatlıya bağlayalım diye ttnet tarafındaki oluşmuş olabilecek borçtan ise korkuyorum açıkcası teklif ettigim şey hiç zor bir şey degildi halbuki diğer faturalarıma ekleyin beni uğraştırmayın demiştim açıkça,ttnet
arama yapmak için kullanmadığımız sadece dışarıdan gelen aramaları cevapladığımız telefon hattı için her ay 27 tl ödüyoruz 2022 tlsi aylık ücret bu soygunu sağlayanların gebermesi dileğiyle 667 tl devlete iletilecek vergiler bu beladan nasıl kurtulacağımızı hiç bilmiyoruz yurtdışından arayanlar olduğu için hattı da kapatamıyoruz turkcell superonlinea da taşıyamıyoruz çünkü fiber internet aboneliğimiz yok of offf,turkcell
15 senelik ev hattımı kapattırırken türlü türlü yalan dolanla aklımı çelmeye çalışmış şirket uydunete geçiyorum diyorsun onların hızı 3 ay sonra düşüyor sonra bize gelmeyin geri en iyisi hiç gitmeyin diyorlar ayrıca bu yalan dolanlar yüzünden hat kapatmanın 30 snabone sürmesi gerekirken 15 dakabone kadar sürüyor o da yetmiyor sonra cep telefonunuzdan arayıp yine taciz ediyorlar kapattırdıktan sonra yüzünüzde oluşan ifade ise ohhh telekom kıvamında oluyor,telekom
verdiği sözü tutmadığı ve müşterilerini dolandırarak haksız kazanç elde ettiği btk tarafından bir kez daha onaylanmış ülkemizin güzide kuruluşudurkaynak,btk
faturalarınızı emailinize yollayalım mı diye sormak için beni cep telefonumdan arayan şirket turkcell kalitesiyle konuştuk kendileriyle memnuniyet emailini telekoma mı atıcam turkcelle mi karar veremedim,turkcell
ankaralı bir fenerbahçeli olarak bu sene şampiyon olmasını gönülden istediğim takımdır bu müthiş kadro en azından finale yükselmeli kendileri kadar güçlü 4 rakipleri var ama wrightokurkambala potaaltı da hiçbir takımda yok gerçi telekom bu savunma kültürü olmayan devamlı atan bir takım yıllardır her takımı yenebilecek her takıma yenilebilecek bir takım umarım lokavt bitmez memo kalır wright kronik sakatlığına yakalanmaz,telekom
muhtemelen çoğumuzun özellikle evde sabit telefon kullanma nedeni adsl hazır evde sabit telefon olunca evde iken diğer sabit telefonları aylık limit boşa gitmesin diye kullanıyoruz her yöne bilmem kaç dakika hakkımız var bu arada aklınızda olsun bazı paketlerde her yön içinde cep telefonları da var  bu bilgiyi ben bilmiyordum o yüzden siz de arayıp teyit edip en azından buradan zararı azaltırsınızasıl konuya geleyim 444 lü numaralar her yöne içinde değerlendirilmiyor çatır çatır ekstra ücret kesiyorlar ve daha ilginç olanı bu 444 lü numaralar içinde ttnetin 444 0 375 i de dahil superonline fiberi bekliyorum gelir gelmez sabit hattı kapatacağım firma  umarım super online fiber ile sabit hat zorunluluğu kalkıyordur ekleme  gelen mesaja göre kalkıyormuş güzel haber beklemeye devam,ttnet
bir iletişim şirketi bu ana fonksiyonu  birde yan fonksiyonu var telefonla taciz yapma politikası olan  kurumbunların durmadan tarife  yenileme geliştirme ve  bu durumdan  kullanıcıları haberdar etme ikna etmeye çabalama ısrar etme huyları olan  çalışanları vardır turkcell ve bazı banka çalışanlarının tacizleri ile birleşince telefondan nefret ettiren  uygulamalarhattı arar hat sahibi ile konuşmak isterler   bulamazlarsa  başka telefonu var mı diye sorup numarayı ararlar tekrar hattı ararlar tekrar tekrarişte benim hikayem  o   tekrardan sonraki kısım  atlatma  çalışmaları filan  derken   telefon çalar çocuk açar  falan filanla görüşebilir miyimtamam veriyorumyok de işareti hay seni bakışı ile  telefon alınır   iyi akşamlar size tarifelerimiz hakkında  bilgi vermek istiyorum ben tarifelerinizle ilgilenmiyorum ama efendim biz tesbit ettik şöyle şurayla burayla konuşuyorsunuz şu kadar ödüyorsunuz işte  bizim şöyle böyle bir tarifemiz  var size  çok uygunilgilenmiyorum nasıl olur  şöyle size uygun böyle güzel iş inada binmeye başlarkardeşim aramayın beni ben istersem  gider tarifemi değiştiririm  ama size kolaylık bik bik   burdan  değiştirebilirsinizkardeşim ben mal mıyım  istediğim zaman gider kendim  değiştiririm  telefonla tarife değiştirmek istemiyorum  bik bik hem durmadan aramanızdan bıktım  birde  geçen faturama baktım sizin beni aramanızı bile bana fatura etmişsiniz bana bunu  açıklayın önce bippppkurtulduk,turkcell
dünyanın kurumsallaşması  en güzel olan kurumu  bölge müdürlüğüne gidilir en hızlı işlem yapılan yer fatura ödeme en ağır kısım hizmet sonlandırma  hizmet sonlandırma saat 17 olunca kapanır diğer işlemler 18e kadar yapılabilir  ilk gün hizmet sonlandırma önünde 2 saat beklenir sıra gelmez ikinci gün güç bela  işlem yaptırmaya fırsat olur ne gariptir ki diğer bölümlerde sistem son sürat çalışırken hizmet sonlandırmada sistem görülemez  bir süre de bunun için beklenir  neyse efendim sıra gelir hizmet sonlandırmaya her şey imzalanır tüm bilgiler girilir görevliye de tamamen üyelik iptali olup olmadığı onaylama bakımından sorulur ve mutlu bir ifade ile ortamdan uzaklaşılır rahatlıkla geçilen günler sonrasında ttnetten bir telefon gelir efenim sizin iki yıllık taahhütünüz var işte indirim aldıysanız faturayla çıkar falan filan  işin ilginci neti alırken ısrarla bir yıllık taahhüt denildi  ben de hanım ablaya söyledim ama müşteri hizmetleri yerine  bilgi vermeme servisi olduklarından  ben bunu kayda alıyorum filan diyerek geçiştirdi neyi kayda aldıysa artık  neyse efenim burada da teyit ettim kapatma isteğimi ve hat kapandı ancak üç ay geçmiş olmasına rağmen bu kurum benden hala sabit ücret almakta   fatura bir ay geç geliyor diye ilk fatura normaldi ikinci fatura için ise telefon onayını bir sonraki aya bırakmalarını bahane ettim ama üçüncüsü karşısında sinir krizi geçiriyorum bunun üzerine bölge müdürlüğüne gittim hizmet sonlandırmada işlemin bitmesine yaklaşık 2 saat var  önümde 40 kişi var 1 saat geçti önümde 35 kişi vardı  içeriye her giden küfrede küfrede dışarı çıkıyordu  arada başka bir işlem bölümünden araya kaynak yaptırılınca dışarıdaki yaşını başını almış amcalar koro halinde küfretmeye başladı bu satırların yazarı olan ben de dayanamayıp binadan çıktım arada bir telefonda yarım saat hal hatır sorsam mı düşüncesi ile başa çıkmaya çalışıyorum  işin ilginci bu konuda dert yandığım bir bayi de bana destek çıktı özelleştikten sonra çok çakallık yapıyorlar filan dedi kendisinden para kazanan bile bu durumda  iflas ettikleri gün alkol karşıtı olan ben cebimdeki tüm parayla alkol alıp alem yapacağım,ttnet
email adresime biri benim adıma  diğeri de başka bir isim adına iki adet fatura yollamış olan şirkettirtelefon numaraları istanbula kayıtlı hayır istanbulda değilim ve üzerime kayıtlı telekom numarası da yokbiri bana telekom munitede sponsor mu oldu demiştişaka yapmış olmalı,telekom
kişisel bilgilerimizi satan kuruluş 10 yıldır ttnet üyesiyim ve kaska olan soyadımı sistemlerine koska diye kaydettiler vakti zamanında bu durum bir türlü düzelmedi 12 kez uyarmama rağmen düzeltmediler ben de çok umursamadım ayrıca hat annemin üzerine olduğundan annemin adı ve yanlış olan koska soyadıyla benim cep telefonum verilmişti kendilerine son 6 aydır kuran kursundan özel telekominikasyon şirketlerine varıncaya kadar telefon üstünden satış yapan bin bir türlü firma haftada en az 10 kere beni arayıp bayan koska ile mi görüşüyoruz diyor soyadımızı yanlış kaydetmemiş olsalardı belki enselenmeyeceklerdi ama artık çok geç17 milyona düşmüş ev telefonu kullanımı beter olsunlar,ttnet
fiber internet seçeneklerine btkdan ihtar gelen firma şimdi yeniden fiyat hazırlayıp btknın onayına sunacak  daha hızlı ve daha ucuz olur kim bilir,btk
kurumsal bazda kacirdigi musterileri toparlamak icin cok ciddi ataklara cikan ama bireysel musterilere pek ozen gostermeyen yurdumun telekomunikasyon karteli ben ezeldir kendilerini kullanirim cunku alternatifleri ttnin verdigi kalitenin pek yanindan gecemezler ben de kaliteden feragat etmeyi pek sevmem ha demek degildir ki bu tt mukemmel bir kurum tam tersine kotunun iyisi ama halen daha devlet dairesi mantigindan arinamamis ve ne yazik ki hukumet teskilatlanmasindan nasibini almistir memlekette hangi komunikasyon firmasi ile calisirsaniz calisin mutlaka yolunuz bunlardan gececegi ve devlet dairelerinde islerin nasil dondugu gerceginden hareketle mumkun oldugunca alt kademeden tanidik pusur buldugunuzda isleriniz cok hizli ilerlerer siz ne kadar mudur taniyin bir teknisyenle merhabaniz islerin cok hizli ilerlemesine sebep oluryaptigi inanilmaz yatirimlari geri donuslerini bizden cikarana kadar devam edeceklerdir verdikleri muhtesem hizmetlere o yuzden ben aglamayi kestim pasa pasa kullaniyorum siz de oyle yapin,tt
bazı elemanlarının keyiflerine göre iş yaptığı firmadır olay şöyle gelişiyor taşınma sebebiyle yeni evinize telefon bağlatıp internetide nakil yaptırmak için pazartesi başvuruda bulunuyorsunuz perşembe günü teknik servisten elemanlar gelip internetle telefonun aynı anda açılacağını söyleyip gidiyorlar akşama doğru telefon bağlanmış oluyor ama internet yok cuma günü telekoma gidiyorsunuz ki meğer daha internet nakil başvurusu işleme dahi konulmamış gitmeseniz bağlanacağı falan yok tekrar bir form doldurup veriyorsunuz bu sefer gün içerisinde bağlanacağını söylüyorlar vakit oluyor gece ama hala tık yok sonra ahbap olduğunuz ttnet müşteri hizmetlerini tekrar arıyorsunuz da bu sefer ordaki elemanlar sonunda zahmet edip hallediyorlar işinizi,ttnet
diğer grup şirketlerini ttnet avea biz adı altında bir projede bir araya getireceğini ilginç bir video ile paylaşan şirket az önce yayınlanan video şöyle,ttnet
aynı gruba mensup oldukları halde ttnet ile farkı şirket oldukları göz önünde bulundurulması gereken firma yol değişse de sonuç değişmiyor gerçi,ttnet
belli bir işlemi yaptırdıktan sonra yapılan işlemin akibetinin şansa kaldığı kurummesela bir abonelik işlemi gerçekleştiriyorsunuz sözleşmeye adresinizi yazıyorsunuz işleminiz bitti zannedip faturanızı bekliyorsunuzbir kaç ay sonra beklemekten sıkılıp türktelekomun kapısına gidiyorsunuzneden fatura gelmediğini soruyorsunuz işlemi yapan memur verdiğim adresin sisteminde göründüğünü fakat fatura adresine yansımadığını söylüyor fatura adresinin ise bambaşka olduğunu belirtiyor ben yazmışım akat mahallesi fatura adresinde yazan vişnezade mahallesi şeklindeelinde sözleşme varmı varpeki neye göre yazdın o  vişnezade mahallesini nerenden çıkardında yazdın işte böyle hadiselerin yaşanabileceği ve işimizin şansa kaldığı bir kurumdur,türktelekom
yeni taşındığım binaya 1 aydır şebeke getiremeyen şirket sabah akşam reklam yapıyorlar abone oluyoruz hem internete hem telefona ilgilenen yokızdırabını sikeyim bu bürokrasinin 1 ay ya arkadaşım santral kurardın bu sürede buraya 1 ayda aya gidip geldi la adamlar 30 sene önce kolum gibi kablo da binanın kapısının üzerinden geçiyor yani olmuyorsa yapamıyorum de turkcell e para bayılıyoruz yoktan yere sinirlenmedim ama hafif bir gerginlik oldu,turkcell
ttnet üyelik başvurusu diye bayrağı olan dükkanın sahibiyle birlikte başvuruda bulunduk benim eve bağlatıp ortak kullanacaktık 3 güne bağlanır en geç 45 güne bağlantı gelir dedi bana müşteri hizmetlerinden de öyle dendi 12 gün oldu arıyordum evinize sinyal gitmiyor santralde bir sorun olabilir arıza kaydınız oluşturulmuş deniyordu sürekli en sonunda bir adam gönderin de baksın kablolarda sorun olabilir dedim de 14 gün falan adam geldi baktı ilk gelen denyo kabloyu düzgün bağlamamış pat diye geldi internet bir diğer şey de 8 mbit internet bağlattık hiç download yapmıyorum mesela modemin ışığı da yanıp sönmüyor bir videoyu daha takılmadan izlediğim olmamıştır veya counterstrike oynarken hep lag choke ms problemi oluyor dünyanın parasını veriyorum yıl olmuş ikibin bilmem kaç hala lagla videonun dolmasını beklemekle uğraşıyoruz bu şirket sayesinde,ttnet
daha önce ttnetin başında bulunan tahsin yılmazın başa geçmesiyle üst yönetim kademesinde yeniden yapılanmaya giden şirket önemli isimler yer değiştiriyor,ttnet
çok kötü bir firma insanı zaman zaman sinir krizlerine depresyonlara falan sürüklüyor ama karşısında daha iyi bir firma ya yok ya da ben göremiyorum adsl bağlantısı için ttnet i değiştirelim diyoruz ama onun yerine ne alsak bir türlü karar veremedik önerisi olan varsa çok makbule geçer gibibkz internetsiz hayat çok zor,ttnet
müşterilerinin iletişim bilgileri dışarı sızıyor yani sizin cep numaranızı falan 3 şahıslara telekomdan birileri birilerine parayla satıyor nereden çıktı bu suçlamaefendim babamların evinde babamın üzerine kayıtlı sabit telefon hattıyla ilgili olarak irtibat telefonu olarak benim cebimi verdim ve bilin bakalım ne oldu babamın adıyla arayanlar cep telefonuma musallat olduavcılar telekom müdürlüğü kendine çeki düzen vermeli bu işin sorumluları kimse derhal işlerine son verilmeli çünkü bu şahsi bilgilerden ciddi bir rant elde edildiği belli,telekom
btknın kararına göre sabit şebekede çağrı taşıma pazarında etkin piyasa gücü durumu sonlandırılmıştır buna göre artık ara bağlantı sağlama ayrım gözetmeme şeffaflık referans erişim veveya arabağlantı teklifleri hazırlama ve yayımlama tarife kontrolüne maliyet esaslı tarife tabi olma ile hesap ayrımı ve maliyet muhasebesi yükümlülükleri kaldırılmıştır geniş bant erişim pazarında ise hala etkin piyasa gücü konumunu devam ettirmekte olduğundan çağrı taşıma pazarında kaldırılan yükümlülüklerin tamamı devam etmektedir,btk
6 aylığına dondurduğum hatlarımı benden habersiz açıp fatura yollayan kurum aramak yok sormak yok lan belki öldüm lan belki başka bir ülkeye taşındım belki o adresten taşındım ki gerçekten taşındım yalvara yalvara iptali durdurmalarının sebebi buymuş meğer habersizce açıp son bir defa telefon faturası dayamakevde iptal ettirdim işyerinde zaten yok avea kullanmıyorum sonsuza kadar çıkarıcam seni hayatımdan telekom  haram zıkkım olsun fazladan aldığın her kuruş badem bıyıklarınız dökülsün,avea
aboneliğini iptal ettirmek digiturk aboneliğini iptal ettirmekten daha zor ikisini de aynı zamanda yaptığım için çok rahat söylüyorum departmanlar arası iletişim sıfır birinin dam dediğine öbürü duvar diyor bir yöneticinin işlem tamam demesi yeterli değil yöneticiler yönetmiyorlar görünmez bir el var o yönetiyor sistemleri demode herhangi bir belgeyi vekalet nüfus cüzdanı vb tarayıp sisteme atmak gibi bir yöntemden habersizler bu tip belgeler merkeze gönderiliyormuş ve süreç uzun olduğundan sizden 3 ay sonra vekaleti tekrar isteyebiliyorlar kaybetmeyin evet 3 ay sürdü aboneliği iptal ettirmek üstelik bu iptalin nedeni şehrin merkezinde altyapı olmadığı gerekçesiyle hizmet verememesi idi müşteri kaynaklı iptalleri düşünmek bile istemiyorum,digiturk
bkz ttnet33457106,ttnet
btk’nın da düşük kalitede ve pahalı olduğunu kabul ettiği servis sağlayıcı linkraporda özetle rekabetin ve özelleştirmenin olmamasının getirdiği pahalılık kalite oranında avrupa ve oecd ülkelerine göre düşük hizmet kalitesi üzerinde duruluyor özelleştirme ve sonrasında rekabeti artıracak hamleler üzerinde duruluyor genel olarak ile rapora katılmakla birlikte çözümün bu kadar basit olmadığına ve biraz daha kapsamlı düşünülmesi gerektiğine inanıyorum ancak genel hatları ile güzel bir rapor olmuş ülkeleri ve türkiye’yi karşılaştırdıkları tablolar güzel,btk
kendisine ana avret sövdüğüm firmadır cumartesi günü öğlen fiber altyapıya geçmek için interneti kesmişakşama gelir demiştir fakat üzerinden 4 gün geçti telefonda internette yok sayısız şikayet telefonu üzerine 1 hafta sonra açıcaklarını söylüyorlar ulan madem yetiştiremiceksin neden bayramdan hemen önce başlıyorsun çalışmaya  madem başladın neden bitirmiyorsun  toplam 45 saatlik işlem için 10 günlük kesinti nedir be amınoğlu orospunun bile indiremiyeceği yarrağı kaldırmazken bu ne özgüven türktelekom,türktelekom
yedi ceddini sövmek için bir yılın yeterli olduğu kurum lanet olsun bir kurtaramadım yakamı abonelik iptalini telefondan yapıp bir de dilekçe vermek zorunda olduğum bu kuruma ağız dolusu küfür etmek istiyorum her kiliside istavroz çıkaran her mezar görünce dua eden her çocuğu görünce sevmek isteyen kişiler gibi her telekom binasına bir tükürük bir de küfürü borc bilirim,telekom
134 sene önce icat edilen bir haberleşme aracı olan telefon altyapısını izmir in göbeğinde sokağıma getiremeyeceğini apaçık bir şekilde btk aracılığı ile bana ileten türkiyenin telekomünikasyon devi olduğunu iddia eden kuruluş,btk
4 gundur kesik olan hattımın servis sağlayıcı ttnet için hız yavaş arıza bildirimi verince yaptık diye komple hattı kesmiş alıklar 444 lü telefonlarına muptela oldum beceriksizlerin,ttnet
genellikle başka bir çözüm yolu kalmayana dek firmaların çağrı merkezlerini aramamaya özen gösteren bir insanım akıl sağlığımı korumama da çok yardımı oluyor bu hareketin ama dün bu moronları bile isteye gayet gönüllü aradım sebebi de birçok kullanıcıya gelmiş olan fikrinin hangi morondan çıktığı belirsiz o mailtürk telekom’un avantajlı teklif ve kampanyalarını içeren iletilerinin her türlü iletişim kanalı üzerinden size gönderileceği hususunu bilgilerinize sunarızüyelikten çık bana bir şey gönderme falan gibi seçenekler yok elbette öyle küstahça bir mail ki bu adam kardeşim canım ne zaman isterse elimdeki tüm bilgilerinden yola çıkarak ulaşabildiğim her kanaldan seni taciz edeceğim haberin olsun diyor gevrek gevrek üşenmedim aradım ben de kardeşim kapat o kanalları bana hiçbir şey gönderme istemiyorum dedim tamam efendimiz hallettik yüce insan modunda telefonu kapattık ve bu sabah aynı metni sms olarak yolladılariletişim terörü estiren bir iletişim firmamız var böyle böyle beni çağrı merkezi aramaya alıştırıyorlar şimdi bir daha arayıp bir başka morona derdimi tekrar anlatacağım bakalım hayırlısı,telekom
öğretmenler günü ayağına yapmacıklıkta son mertebeye ulaşan firmamsı türktelekom öğretmenler günü için mesaj yayınlamasa aboneliğini iptal ettirecek bir tane insan evladı yok efendi gibi taahhüdümüzü verdik her ay düzenli kazık yiyoruz işte girmeyin böyle işlere razıyız biz kazıklanmaya,türktelekom
binaya şebeke çekilmesi için turktelekom ile iletişime geçiniz diyen müşteri hizmetleri çalışanları olan firma durum bu kadar vahim,turktelekom
4 aydir yeni binaya internet getirmeyen zalim sirket lan televizyonda heryerde reklamlariniz donuyor ttnete gelin vs diye gelmek istiyoruz almiyorsunuz bos kutu takip gittiniz hergun icli icli o kutuya bakiyorum cepten internete 1 gb 1gb para vermekten iflahim skildi,ttnet
simdi avea ile bir olmuştez zamanda ikiside batar insallah,avea
logosunu yenilemiş ancak 10 yıldır wordden bozma adsl kota sorgulama sayfasını değiştirmemiş istikrar sahibi firma lan ftpleri gönderin hayrına biz düzenleyelim hayır bir gören olurbahse konu sayfabüdüt yok lan yapmışlar yepisyeni modelini bunu böylece unutmuşlar orada dokunmayın kendi kendine biter demişler ama bitmemiş ve sürecek google onu unutuncaya dek bari buradan bir yönlendirme yapaydınız olmadı tasarımına el ataydınız,google
her şeyi geçtim bari akk yüzünden bıçak gibi kestiğiniz internet hızını yeni ay başında sıkıntısız geri verin  sürünüyorum şu andabu arada bizim site ttnet fiber kullanmaktabkz he ya he fiberliyoz,ttnet
şehrin göbeğinde 3g niz internetiniz çeksin de sonra nereyi fiberliyorsanız fiberleyintaahhüt dolsun behlül kaçarnot 2005ten beri avea,avea
2006 yılından beri telefon ve internet hizmeti aldığım dolandırıcı firma2013 yılında yeni taşındığım dairede fiber internet olduğu için internetimi fibere çevirip tivibu aldım gelip tivibu kutusu ve yeni fiber modem getirip kurdular taşınana kadar sorunsuz kullandım 2014 yılında yeni biyere taşındım telefon edip tivibu aboneliğimi iptal ettim modem ve tivibu cihazını herhangi bir ttnet bayine teslim edebileceğimi söylediler bende gidip cihazları teslim ettim dolandırılma olayım ise şu şekilde başladı internet hızından memnun olmadığım ve tvde dönen sahtekarca reklam sinirimi bozduğu için internet ve telefon hizmetini sonlandırma başvurusunda bulundum bana tivibu kutusu ve modemi teslim etmediğim için 350tl civarında para ödemem gerektiğini ilettiler ancak ben tüm cihazları 2014 yılında teslim etmiştim 2 yıl önce teslim ettiğim sırada verilen tutanak vs belgeleri bulamıyorum iptal başvurusunda bulunana kadar hiçbir şekilde bende ürün olduğuna dair brşey çıkartmadılar kendi sistemlerinden kaynaklı aksaklıktan dolayı ortada bir problem var ama cihazları teslim ettiğimi ispatlayamadığım için benden para talep ediyorlar bu işin hukuki boyutu nasıl olur ne yapmam gerekiyor hiç bilmiyorum 30 yaşındayım ve hiç avukatlık işim olmadı bilen arkadaşlar yeşillendirirse şansım varsa hukuki yola girmek istiyorum,ttnet
