text,predicted_sentiment,confidence_score
zamanımın çoğunu burda geçirdiğim uygulamadır ve bence şuanda popüleritesi en yaygın uygulamadır,1,0.9983375
Ürün görseldeki gibi geldiilkokul öğrencisi için boyu uygunmemnun kaldım,2,0.9967435
kendisine geri döndü ürünü teslim alamadan sipariş tamamlandı,0,0.97233945
fiyatına göre iyi bir ürün,2,0.99741143
göndermiş olmanız çok büyük yanlış hele ki böyle bir beyaz eşyayı,0,0.99489945
evet olabilir bewlk,1,0.9887279
pc için 2 yıl ultimate alalı 34 ay falan olmasına rağmen ilk defa bkz atomic heart denerim belki ama artık iyi oyun da gelmiyor pekedit 149535537 elim gitmiş sonunda.,1,0.9982815
kargo biraz yavaş onun dışında ürün güzel,2,0.99724776
kargo biraz yavaş onun dışında ürün güzel,2,0.99724776
kesinlikle deri değil 1 ay icinde koptu,0,0.99874735
evet beğendim süper ürün hızlı gönderi,2,0.99713576
Belki fiyati uygun oldugu için ama kalitesiz urun tavsiye etmem,0,0.99883825
Dün verdiğimiz sipariş bugün elimize ulaştı çok güzel,2,0.99736553
Bu ürünü aldıktan 6 ay kadar sonra bozuldu Çevirici kafanın içindeki çark plastik olduğu için hemen bozuldu Ben hiç memnun kalmadım kesinlikle tavsiye etmem Ancak amazzonun ürün sipariş kargo ve teslimat sürecinden çok memnunum,0,0.99883574
Şuan kurdum kadınlar icin bile kurulum rahat saglamligi zamanla belli olacak gibi ama simdi hos Azicik kücük Ama pişman da olmazsınız alın,2,0.9975293
ömrümde böyle kalitesiz dikiş görmedim kullanmamış olsam iade etçektim,0,0.9990013
burdan aldim vakit ayiramayinca sattm,1,0.9982674
Ürün daha elime ulaşalı bir hafta olmadı 2 kere kullandım üstü soyulmaya başladı bu kadar para vermeye gerek yok bence keşke almasaymışım,0,0.99586606
zayıf ürün,0,0.9883003
ankaradaki evimde 15 yıldır süperonline kullanıyordum hızından memnun olsam da artık pahalı geliyordu netspeede geçtim şu anda indirim koduyla birlikte 100 mbpsi 147ye kullanıyorum çok memnunum düşününlere karşılıklı indirim kodum umtytk,1,0.99836737
sarıp gönderme ihtimalleri de var fotoğrafa bakarsanız,0,0.9932153
22 Ekimde aldım şimdiye kadar kullandığım en iyi elektrikli süpürge çok memnun kaldım Herkese tavsiye ederim Tereddütsüz alabileceğiniz bir ürün,2,0.9975032
modern reklam kampanyaları işine boyut getirmeye çabalayan ancak ne sattığını ne pazarlamaya çalıştığını anlatamayan şirket hasta etmekteler bizleri yaptıklarımız amme hizmeti değil ki çığırtkanlığı ile kafa şişirmekten başka hiçbir işe yaramayan bir idari kadrosu olduğu görülmekte,1,0.9982141
paketleme güzel fakat içinden herhangi bir kurulum için talimatname çıkmadı hidroliği oturduktan sonra en yüksek seviyede sallanma oluyor aciliyetim olmasaydı iade edecektim beğenmedim,0,0.9964833
hala bağlanamadığım rezil operatör,1,0.99820566
cok tessekürler,2,0.9973968
Merhabalarurunu beğendimkargo da hızlıilk puanı yüksek verdimama3cu gün kullanıyorumve alttan su kaçırdığını farkettimcok üzüldümkullandim icin iade de edememartikuzucu durum,0,0.97151685
  ilgileniyorlar,2,0.994859
rezalet kelimesinin iltifat kactigi firma telefon internetvs bir kac konuda sirket olarak musterisiyiz bu arakdaslarin bir hatta ait bazi faturalarimiz ulasmadi malum muhasebesel acidan da lazim komik yani sonraki faturalar email olarak dusmeye basladi bu ulasmayan faturalari istiyoruz 1 aydir alamiyoruz hepi topu bir kac pdf dosyasi atacaklar hatta bir de neymis bu hizmete ozel telefon musteri hizmetleri yardim edemiyomus bolge mudurlugune gidecekmisiz oldu bir de dumanla haberleselimsorununuz mu var yandiniz her bir musteri temsilcisi bir birinden ayri alem her biri aynı konuda farkli bilgi sahibi olabiliyor 35 kere arayarak sansinizi baska musteri temsilcileri ile denemeniz gerekiyoryuzde 80 musteri temsilcisi ile konusurken kurumsal bir firmanin musteri temsilcisi ile mi konusuyorum yoksa varos sokak saticisi ile mi muhattap oluyorum anlamiyorumadamlar baska bir hizmet icin nakil sonrasi kurulum randevusu verdi kurulum ucreti varmis tamam dedik sms ile teyit etti yetmedi o gunun sabahi saat araligini bir daha sms atti o saat araliginin ustune yarim saat daha bekledik ofiste ne gelen var ne giden aradik sikayet ettik yoo kurulum istememissiniz demez mi ee dedim bir de taahhut bile aldiniz yok taahhut de gorunmuyor diyor sikayet kaydi aciyorum dedi ac dedik ne olacaksa sikayetimiz sankidaha neler neler yazilir daneysemecbur dustuk ellerine bir kac konudaelbet cikariz bu cukurdankitalararasi uzak durunuz,1,0.9982679
kullanmak icap ediyor,0,0.9978775
Kırmızı istememe rağmen bana siyah göndermişler dikkat yok,0,0.9984723
çok iyi o kadar paranızı pahalı markalara vermeyin,2,0.9954021
zamanında 1 er saatlik birçok telefon görüşmesi yapmama rağmen tarifemi 3 ay değiştiremediğim rezalet ötesi şirketsebebi sistemde sorun varmış sonra fiyatına bakmadan daha ucuzdu bu arada süperonline a geçmeme sebep olmuşlardır,1,0.99831235
alacak arkadaşlar fazla bir şey bir şey beklemesin   tek antenli modemlerden hiç bi farkı yok çekim gücü  olarak hızıda kendi internet hızınıza baglı  ayrıca kasası hiç estedik durmuyor  tek    avantajı  kolay kurulumu bundan ucuzunu bulumıyorsanız alın ama alıpda 150 200 tllik modem kalitesi beklemeyinn,0,0.9985317
Ürün resimde görüldüğü gibi tam siyah değil duruşu da biraz yamuk gibi o yüzden begenmedim hiç ama kullanılabilir mi evet kullanılır,0,0.9976459
Powertec traş makinasını sipariş ettikten bir gün sonra teslim aldım Hızlı teslimat için teşekkür ederim Gayet iyi paketlenmişti Resimde çok kaba ve büyük duruyor fakat ürün gayet zarif ve küçük Görüntüsü ve rengi çok tatlıydı Şarj göstergesi mevcut sanırım açtığımda yeşil 5 diş vardı Şarja koyduğumda kırmızı yandı ve full gözüküyordu Braun düşünmüştüm fakat yorumları okuyunca bu ürünü almaya karar verdim Henüz kullanmadım Bir kere denemek için açtım Sanırım doğru ürünü aldım,2,0.9973412
Ürün kırık çıktı,0,0.9982566
Her ürünün eskisine göre daha düşük kalite ile üretiliyor olması üzücü,0,0.9964594
Paketleme kötü ama sağlam daha önceki yorumlarda yukarıaşağı piston kolunun çıkmadığını okumuştum ürünü satın alınca bende tecrübe ettim evet çıkmıyor,0,0.99847275
istediğiniz rengi gondermiyorlar o sıkıntı,0,0.9988072
Çok güzel çok kullanışlı,2,0.9976192
tavanızı dik değilde yatay koyarsanız makina içinde bateri çalıyor gibi duyarsınız,0,0.98455864
bkz sana bir şey olmasın,1,0.9984225
Hızlı deyil,0,0.99613756
Çok fonksiyonlu ve kullanışlı ,2,0.9977191
İçinden batarya çıkmadığı için iade etmek zorunda kaldım,0,0.9965702
İki tane aldım ürünler telefona bağlanmıyor hiç beyenmedim,0,0.9989712
Hiç iyi değil ürün ü aldım bir iki çay yaptım ilk su eşim dökmüştür zannettim sonra bir baktım alt homend yazan kırmızı çizgiden su geliyor nasıl sinirlendim alalı iki gün olmuştu o kadar övdünüz ki kutusunu bile attım gerek olmaz diye,0,0.9986897
facebook baydi instagram baydi twitter bayiyor galiba sosyal medyanin sonu geliyor bi sozluk kaldi onda da çaylagiz,1,0.9983577
götünü başını açan her kızımızda en az 5bin takipçi var ondan sonra bunların gel de kıçını indir kolaysa,1,0.9983468
25 yıldır kullanıyorum batarya bittiydi geçen 300 liraya apple servisinde batarya değiştirdim aldığımdaki performansına yakın şekilde kullanmaya devam Daha öncesinde samsung sony kullanmıştım İphone bağladı kendine Bu bozulunca yine iphone diyecem ama bu bozulacak gibi durmuyor günde 12 sefer düzenli düşürürüm bişi olmuyor Güncelleme alacak mı yavaşladı mı vs derdi de yok Paraya kıyınız iphone alınız efenim keşke oyun bilgisayarı da çıkarsalar borç harç benden rahat 1820k çalışırdı,2,0.9874823
ticari itibarını zedeleyebilmek için en az 5 kilo taşak gereken şirket,1,0.99809545
Ürünü aldıktan sonra incelediğimizdeGörsel ve kullanışlılık anlamında değerlendirildiğinde diğer bütün kısımlarından memnun olmak ile birlikte özellikle su dolumu için kullanılan girişin kapak kısmının tasarımını beğenmedim Kapak ve kapağın menteşe kısmı en fazla 10 kullanımda kırılacak gibi tasarlanmış Hatta bizzat kırılması için tasarlanmış gibi İnternet yorumlarını inceleyerek satın aldım ama öncesinde canlı görmek gerektiğini bu durum ile karşılaştıktan sonra anladım Kesinlikle yanlış dayanıksız kullanışsız bir tasarım Memnun değilim Ek olarak normale göre çok ağır bir ütü olduğunu belirtmek isterimPerformans olarak değerlendirildiğinde Kesinlikle mükemmel bir ütüSatın alırken bütün bunları göz önünde bulundurarak karar vermenizi tavsiye ederim,2,0.87442106
burası kurulalıberi sanırım teknolojik ihtiyaçlarımı esasen bilinçsizlik bilgisizlik ve üşengeçlik nedeniyle buradan gideriyorumnormalde belki piyasadan şurdan burdan çok daha ucuza bulabileceğim şeyleri üç beş fark ile buradan alıyorum tam bir emekli devlet memuru sağlamcılığı ileanlamıyorum bu işten arkadaşım naapıyımbozulduğu vakit tam bir kızsal teknoloji özürlülüğü ile kalakalıyorumyapabildiğimin maksimumu restart anasını satıymbu nedenle servis garantisi pek çok emsal ürünü eş zamanlı görüp seçebilme sorunum olduğunda muhatap bulabileceğimin huzuru nedeniyle vatanı tercih ediyorumgeçenlerde desktop ımın monitörü sapıttı buraya götürdüm ve elimde ne fatura ne garanti varken aldılar servise gönderdiler mis gibi yapıp sms ile monitörünüz hazırdır gelin alın dediler gönderdim uşağım wilshireı aldırdımoh misbunlar işin sıradan kısımlarışimdi bu başlıkta yazanlardan epeyce farklı bişi anlatcamtopkapı mağazalarına yakınlarda bi işim vardı ve çıkarken de bi bakınayım dedim daldım mağazayanetbook sincapçıklarıyla haşır neşir olmaya başladım mavisi bordosu pembesi tatlı şeyler zaten kendilerini değerlendirme hususunda elimdeki tek done de bu renkleri sevimlilikleri ahahneyse yanıma 70 lerini aşkın uzun boylu güzel aksanlı ve oldukça kibar bir beyefendi yaklaştıbir o kadar da tatlı dede modundasorular sormaya başladı sen ne için istiyorsun bu netbooku hanımkızım o zaman sana şusu şart değil busu olmasa da olur çocuğumbir sürü teknik bilgi ve yardımda bulundu benimle birlikte tüm mağazayı gezip tüm modellere baktısanıyorum ki konularla ilgili ve bilgili bi tatlı dedecikben de konuşkanım bırbırbır tatlı tatlı konuşa konuşa bana yardım ediyobi ara benimle ilgilenen satış temsilcisi fırsat buldu da fısıldayıverdi kulağımao bizim buranın sahibiadam meğersem nuri vatan değil miymişvelhasıl çok kibar çok iyi niyetli ve güleryüzlü bir kimsenin mağazaları imiş vatan kanım tekrar kaynadı,1,0.99835265
sözde osmanlıcı ermeni soylu çomarların araplara yağmalattığı osmanlı bakiyesi,1,0.9978123
3 adet ürün sipariş verdim iki tanesi çantanın toka kısımları farklı geldi,0,0.99828523
Fiyat uygun lakin 1 numara büyütül almama rağmen kalıp çok dar bir kez daha internet alışverişinin mantıklı olmadığını görmüş olduk kesinlikle ticaret burada olmamalı,0,0.9970336
Seyahat için oldukça yeterli kaliteli bir ütü,2,0.9973871
instagramda yer almak her türlü riski kabullenmek anlamına geldiğini insanların dolandırıcılığa uğraramamalarının ilk sorumlusu yine kendileri olduğunu biliyorumama instagramın hiç önlem almadığı aldığını söylediği önlemleri de uygulamadığını umursamadığını ve insanların mağdur edilmesine göz yumduğunu paylaşmak istedimdün bir aile büyüğümün fotoğraflarını bir şekilde bulan bir dolandırıcı sanki o aile büyüğümmüş gibi çok benzer isimle bir instagram hesabı açıp takip listesindeki herkese xxx tl kazanmak için şuraya mesaj at diyerek dmden iletişime geçmiş buna inanan insanlar da olmuş her ne kadar gerçek hesapta bu hesabın sahte olduğu bilgisini hikaye olarak da post olarak da paylaşsak da ne yazık ki dolandırılanlar olmuşrezalet burası değil rezalet bu dolandırıcılık hesabını kapattırmak için yaptığımız aşağıdaki tüm girişimleri iki gündür topluluk kurallarımıza aykırı bulmadık diyerek reddetmesi bu girişimler nelerdi1 kopyalanan hesaptan şikayet akışı üzerinden ilgili hesap beni taklit ediyor seçeneğini seçmek2 dolandırıcının attığı dmlerdeki dolandırıcılık mesajlarını ilgili şikayet akışından şikayet etmek3 instagramın internet sitesi üzerindeki şikayet akışından aile büyüğünün elinde kimliğini tutarak çektiği fotoğraf ile şikayet etmek kendinizin o olduğunu kanıtlamak için bunu istiyorlar4 takip ettiği hesaplardan şikayet akışından ilgili hesap bir tanıdığımı taklit ediyor seçeneğini seçmekbunlar dışında instagramda bir şikayet akışı bulunmuyor tüm bu akışları kullanmamıza rağmen sahte hesap hâlâ açık ve dolandırıcılık yapmaya devam ediyor başvuruları reddederken de standart metin kullandıkları için bir inceleme yaptılar mı emin olamıyorumözetle yarın sizin fotoğraflarınızla siz gibi davranan biri çıktığında bunu engelleyeceğini söylemesine rağmen instagram hiçbir aksiyon almayacak ve hiçbir sorumluluk duymayacak buna rağmen instagram kullanmaya ve güvenmeye devam edecek miyiz elbette ve ne yazık ki evetdolandırıcılığa olanak sağlayan ve göz yuman instagram konusunda en azından bilginiz olması için paylaşıyorum belki bir kamuoyu oluşur ve şirket bu akışları ciddiye alır umudum bu,1,0.9983486
Urun kaliteli zamaninda tedlimat ve kullanisli köpüğü bol Tesekkurler evidea,2,0.99732685
Hızlı kargo Çekim gücü çok güzel Umarım ilerleyen zamanlarda gücü düşmez,2,0.9976941
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
türknet kötü.,0,0.99875927
Ürünü göndermemek için herşeyi yaptılar,0,0.9080649
Görsel iyi ama duman tahliyesi konusunda sınıfta kalan bir ürünYan tarafları açık olduğundan tüm duman yandan kaçıp odaya doluyorBaşarısız bir dizayn olmuştavsiye etmemEski düz olanlar daha iyiydi,0,0.9966822
Kolu çat diye kırıldı çok kalitesiz çıktı tavsiye etmiyorum,0,0.99898535
neden taahhütlü abonelik almamalıyız sorusunun cevabı gibi olan bir firma bunlardan 6 aydır telefon  internet hizmeti alıyorum bu 6 ay içinde en az 30 kez arıza kaydı bırakmışımdır her hafta en az 1 sebepten arıyorum ama sonunda türknet olmasa kimi kullanacağım superonline mı ttnet mi bi kere liderlik vasfı yok dediğim için inatla bunlardan hizmet almayı sürdürüyordum bu arada taahhüt ettikleri internet hızı 8 mbpsye kadar ama benim hızım maksimum 1 mbps olsun internetle çok işim yok zaten diyerek kullanmaya devam ettim her gün parça parça en az 1 saat internet bağlantım kesiliyordu olsun telefonun internetini kullanırım diyerek kullanmaya devam ettim isplerden öyle çok büyük beklentileri olan biri değilim yani interneti aşağı yukarı sadece bilgi edinme amacıyla kullanıyorum resim video falan pek yok yazıları da 56k modem bile olsa açar ben de hızına mızına bakmadan allarazıosun deyip takılıyorum internettegeçen hafta yine rutin arıza kayıtlarımdan birini bıraktım sorun şu modemin adsl ve internet ışığı yanıyor internetim var ama telefonda çevir sesi yok aslında bunu da önsemsemiyordum telefonu zaten cep telefonuma yönlendirdiğim için pek bir sorun teşkil etmiyordu ama o yönlendirmeyi de iptal etmiş adamlar ulan ne zararı oldu size yönlendirmemi neden iptal ediyorsunuz neyse haliyle fıttırdım kim olsa fıttırır arkadaş neredeyse sağlanmayan topallayarak çalışan bir hizmeti kabulleniyorum ama telefon hattından çevir sesi gelmiyor pes olmuş 2017 ben hatırlıyorum sene 1989 bizim ev telefonunun numarası 6501di baya 6501i aradığınızda biz çıkıyorduk benim bile çıktığım oluyordu arkdaş bakın bundan 28 sene önce telefondan çevir sesi geliyordu muhtemelen daha öncesinde de geliyordur ama ben o zamanlara yetişemedim belki 1960larda 50lerde sağlanan bir hizmetti bu çevir sesi abi yemin ederim adana çık aradan demeye razıyım çok sürreal değil mi çevir sesi gelmiyor sene 2017 her ay 60 lira ödüyorum bu hizmete 1989 yılında biri 2017 yılında karşılaşabileceğimiz sorunlar neler olabilir diye sorsa bunların arasında komşular güne geldiğinde ketılın fisyon reaktörünün arızalanması bütün vakit namazlarını tek seferde eda etmek için yasadışı modifiye edilen zaman makinesinin spacetimeı kendi içine katlayarak evreni tehdit etmesi ayran çalkalarken kontrolden çıkıp portal açmak falan olurdu ama çevir sesinin gelmemesi olmazdı bu sorunun 95 gibi aşılması gerekiyordu hadi o da sıkıntı değil de yönlendirmemi neden iptal ediyorsunuz oğlum hasta mısınız lanburaya kadar da her şey normaldi aslında kuzu kuzu arıza kaydımı bıraktım elbet gelip çözerler diye tavşan gibi ofiste bekliyorum cep telefonuma mesaj geldi telefon hattınızdaki sorunun bina içi tesisatla ilişkili olduğu tespit edilmiştir bina içi tesisat arkadaş internet hizmetinin devam etmesini sağlarken telefonu iptal edebilecek teknik bilgi ve yeteneğe sahip olsam emin olun zaten sizi aramam bunu nasıl yapmış olabilirim normal şartlarda telefon hattı gittiğinde internetin de gitmesi gerekmiyor mu bakın hala hattımı iptal ettirmeyi düşünmüyorum bir şekilde çözeriz kafasındayım nasıl çözeriz tabii ki müşteri hizmetlerini arayıp yönlendirmeyi eski haline getirmelerini söyleyerek o da bu sabah oldu aradım müşteri hizmetlerini bir insan evladına bağlanayım diyeyim ki benim böyle böyle yönlendirmem vardı iptal etmişsiniz bunu eski haline geri getirin tabii ki bu da mümkün olmadı otomatik cevaplama sisteminin bütün kombinasyonlarını deneyip kafamda son derece titiz bir şekilde bir şema çıkarmama rağmen müşteri temsilcisine bağlanmaya nail olamadım işte o noktada köprüleri yaktımyeni abonelik seçeneğine girdim neden çünkü böyle yapınca mutlaka en kısa yoldan bir insana bağlıyor bu şerefsizler yani önce bir aboneliği alalım da sonra süründürürüz mantığındalar neyse müşteri temsilcisine bağlanınca durumu anlattım ve iptal ettirdim düşünün benim gibi beklentisiz bir kullanıcıyı bile çileden çıkarmayı başardılar gerçekten büyük bir başarısonuç gerekirse 15 kat fazla fatura ödeyin ama taahhütlü abonelik almayın,1,0.9983651
kalibi cok dar ona gore alinkaliteli durmuyo,0,0.99885345
duruyor ama fiyat ve kullanım açısından ideal bir süpürge,2,0.9976191
İdare eder fiyatına göre,1,0.99427974
Eşime hediye aldım Çok sevindi elinden düşürmüyor yaş 25,2,0.99737585
Çok güzel kizim için aldim cok sevdi,2,0.99723285
Gelir gelmez kutusundan açıp hemen oynamaya başladım hiçbir sıkıntısı yok aksine mükemmel Beğenmeyen arkadaşlar ne bekliyorlarmış onu düşünüyorum hatta Eski zamanlara ışınlanmak isterseniz 100 tavsiye Satıcıya teşekkür ederim ,2,0.99751353
Ürün kalite sıkıntısı 15 gününde tabanı çatladı 15 günlük ayakkabı alan ona göre alsın,0,0.99618053
Gayet başarılı tavsiye ederim,2,0.9973018
Kesinlikle tavsiye etmem köpüksüz ve yanık kokulu bir kahve yapıyor alalı bir hafta oldu değişim talep ettim değiştireceklerni söylediler bakalım,0,0.9989843
Olumsuz yönleri Çekiş gücü çok iyi ama onun dışında memnum kaldığım bir özelliği olmadı ne yazık ki Süpürge sopası çok alt kalite Halı süpürmede çok sıkıntı yaşıyorum Torbasız bir ürün bu avantaj gibi görünüyor ama gel gör ki hazne çok çabuk doluyor ve boşaltması ayrı bir dert Evin her yerinde randımanlı kullanamadım,0,0.9951515
Çok kullanışlı ve basit montajı var,2,0.9972916
cok hizli ve muhtesem gonderi tesekkurler,2,0.9974148
Sanki önü düşmüş tekrar yapıştırılmış zaten ses kalitesinde kötü satıcı böyle ürünleri bir çalıştırsın baksın kötü ise hiç yollamasın üzüldüm çok büyük hevesle aldım yorumlara bakarak almama rağmen yanıldım,0,0.99882203
birinin yüzüşünü güneşlenmesini kayanın üstünde mal mal güneşe bakışını beğendiğimiz uygulama iki dokunuşla beğeniyi ifade etmek ne kadar normal gelir oldu açıp konuşmazsın ölse on yıl haberin olmaz ama beğeniyorsun,1,0.9982589
4 yıllık turknet macerasından sonra oris telekom arena geçtim memnunum,1,0.9977441
1 ayı geçirmeden ortadan ikiye yırtıldı almayın,0,0.9654344
Çooooooook kötü bi ürün elimde kaldı yaklaşık iki hafta sonra camı durduk yere patladı çalışmıypr şuan,0,0.9986792
ürün güzel fakat hasarlı geldi ve tepsiler yerine zor oturuyor,0,0.9917922
Oglumun odasına aldım guzel tavsiye ederim,2,0.99684
bide hakiki deri yazmışlar utanmadan 1 ayda paralandı 5 tl ederi yok,0,0.9978289
bkz 46137006,1,0.9982551
an itibariyle kar etmeyen 77 mağazasını kapatma kararı almıştır sektörde tartışmasız lider iken boş bulduğu her yere mağaza açıp kendi kendini batıran teknoloji mağazaları zinciri,1,0.9982864
günümüz insanının derdine derman olan bir uygulama düşünsene bu insanlar görmek ve göstermek istediklerini göremeyip ve gösteremeyip her şeyi içine atsa ve bunlar icinde patlasa neler olmazdi ki instagram ve benzeri yerler iyi ki var,1,0.99832374
Tam bir fp ürünü çok kaliteli traş rahat oluyorum keşke bir kaç tane daha tarağı olsaydı tek eksi yanı bu enseyi çok guzel alıyo tavsiye ederim pişman olmazsınız,2,0.9971892
Ürünün ipleri sökük geldi ve de Basit duruyor,0,0.9937551
Fiyat petformans gerçekten başarılıcovit zamanı kurtarıcı,2,0.99720854
Ürün fazla ses çıkarmıyor ve en sert şeyleri bile parçalamada kolaylık sağlıyor,2,0.99628687
yurtdışı bağlantılarında sorun varmış gibi duran iss bu entryi bile mobil veriden yazıyorum öyle diyeyim destek kaydı açtığımda ipv6dan kaynaklı olabileceğini söylemişlerdi ancak durum öyle değilmiş genel bir patlama varmış yine de iki senedir gigafiber kullanıcısıyım o yüzden şikayet etmeyeceğimbu hafta sonu splatoon 3 kasacaktım ne güzel tüm planım iptal oldu edit akbayram kullandığım statik ipden kaynaklı olabilirmiş galiba yanlış alarm,1,0.9983334
Yedek olarak aldımKurulum rezaletWin 10dan hala haberleri yokdolayisiyle güncellenmemşWiFi parolasını elle kullanıcı kitapcığının arkasına yazmışlarBelki de gazete kağıdının kenarından bir parça yırtıp üzerine yazmadıklarına şükretmek lazımParanızı boşuna bu ürüne harcamayın,0,0.9983954
Ürün cok güzel Beni çocukluğuma götürdü  icinde 500 tane oyun olmasa da 300 tane garanti vardır,2,0.9972736
hem kullanışlı hem şık tavsiyler üzerine aldım ürünü almadan önce yorumları okudum memnun kaldım güzel ürün sessiz çalışıyor ,2,0.9972717
Dezavantajlar  Mağazada 99 yazıyor burada 95 nedenbr Ürün güzel,0,0.87808436
diablo ivun eylül 2024ten önce ekleneceğini sanmadıgım platform bizim alım gücümüze göre düşünmeyin şu anda deli gibi satılıyor oyun dünyada konsol bundleları da yapıldı onlar da yok satıyor bu satış hacminde oyunu gamepasse getirmek gibi stratejik bir hata yapmaz microsoft.,1,0.99827325
ürün kötü geldi geri iade de olmadı önermem almanızı,0,0.9988601
bence işini hakkıyl ayapıyor kaç yıldır kullanıyorum bi kaç ufak arızası oldu ama servis hemen çözdü bu arızalarıbilindik markalara aldanmayın arzum emin olun tüm beklentilerinizi karşılayacaktırçay filtresi olması büyük bir artıdırsadece doldururken demlik kısmı sıkıntı yaratabiliyor ancak bu gözardı edilebilir neticede ağzı çaydanlık ağzı gibi değil bu sekilde bir sonuç çıkması normaldirhiç düşünmeden alın derim ,1,0.8867022
ürünü 1 senedir kullanıyoruz kek hamuru yaparken motorun gücü yetmiyor stop ediyormalzemesi kalitesizkaliteli farklı marka bir ürün alın biz arçelik aldığımıza çok pişman olduk arçelik eskisi gibi kaliteli ürün üretmiyor,0,0.9986646
çok kalitesiz ve 42 istedim 41 gonderdiler,0,0.99891937
yıllardır türkiyedeki sayılı rakipsiz firmalardan biri,1,0.99841094
halan daha ataşehirin ilçe olduğundan habersiz bir eticaret sitesine sahipler,1,0.99830556
çekmeköy akıyor,1,0.99834025
Biraz ağır ama kullanım olarak çok rahat Gönül rahatlığıyla alabilirsiniz,2,0.99742234
anneme aldim cok begendi tam oldu,2,0.997412
Fiyatına göre iyi ama fazla bir beklentiye girmeyin derim dışarıda gördüğünüz buharlı ütüler gibi değil,1,0.9984396
4 ya da 5 kullanımda iç yerindeki lastiği eridi müşteri hizmetlerini aradık kullanıcı hatası diyor 10 saniye çalıştırıp 1 dakika beklemek gerekiyomuş kullanım klavuzunda da yazıyor ama bu kadar da çabuk bozulması ilginç hiç tavsiye etmiyorum yüksek motor diye aldık ama boşa verilen para arzumun en kötü ürünü,0,0.99880505
fi tarihinde hala kullandığım dvdrw mi almak için profilo avmdeki mağazasına gitme gafletinde bulunup personelinin bir kısmının şımarık bir piçin psp derdine düştüğü kasadaki personelin ise ürünü geçirmek yerine başka işlerle uğraşması sebebiyle beni yarım saat bekletmesi üzerine öncülüm gibi ürünü kasada bırakıp çıktığım dükkandır şikayervarcom a şikayet yazdım 2 gün sonra özür dilediler ondan sonra oraya uğrama sayım 10 u geçmez son girdiğim tarihi bile hatırlamam kazık fiyatlarından dolayıda pek gitmem kimseye de tavsiye etmem,1,0.99833256
evet çok beğendim tam istediğim üründü,2,0.9971027
urun bozuk geldi,0,0.99793494
steam kütüphanemde oyun yok bilgisayarım da yok çok güzel bir android tabletim var 945 liralık olan paketi alsam  konsol bağlasam cloud olarak oynayabilir miyim yoksa paket sadece pc için midirgeforce now yerine tercih etmeyi düşündüğüm bir oluşum çünkü benim oynayacak satın aldığım bir oyunum yok.,1,0.99829715
3 gün önce ssd sürücü siparişi verdiğim firma sipariş takibine baktığımda 13 ay önce verdiğim sipariş verdikten 12 gün sonra teslim aldığım ürünün durumu hala siparişiniz hazırlanıyor 3 gün önce verdiğim siparişin durumu kargoya verilmeye hazırsipariş takibi için gerekli bilgileri beslemiyorlar,1,0.9979861
5 kuruş etmiyor,0,0.94015205
Ürünün kulaklık kaplaması çok çabuk renk attı,0,0.95048124
Kullanışlı eski günleri hatırlattı,2,0.99743
Ürünün en uygun fiyatı burda ve fiyatına göre bir çok markanın üstünde bir performansa sahip Ayrıca çok hızlı kargoya verildi Emeklerine sağlıkTeşekkür ederim,2,0.9971469
arızalı ürün gönderiyodikkat ediniadeaide yokmuş,0,0.9980118
gayet memnunuz tavsiye ederim gidip bin tl vermeyin bu da aynı işi yapıyor,2,0.9964669
çok takdir ettiğim kurumdepremde evimiz ağır hasar aldı bende bugün bakayım faturalar birikmiştir itiraz edeyim falan filan derken bir baktım ocaktan sonra fatura yansıtmamışlar ki zaten ev yok ortadabu anlayışları için teşekkür ediyorum,1,0.9983851
Süper Ürünü 2 senedir kullanıyorum Harika çekiş gücü mükemmel filtresini ayda bir temizleyin ilk günki gibi çekiyor bunu da anneme aldım çok memnunuz,2,0.9972811
Güzel eski zamanlardaki tetrislerden Parasına göre güzel bir zaman geçirme aracı,2,0.9973362
güzel bir ürun almanizi tavsiye ederim parasini fazlasiyla hakediyor,2,0.9970391
çocuk gözlüğü gibi begenmedim,0,0.99898404
cihaz oyun oynarken ısınıyor,0,0.9958871
ürün zamanında geldi ama ilk kullanımımda bozuldu,0,0.99836856
Buz gibi kahve yapıyor Köpük desen hak getire tavsiye etmiyorum kesinlikle,0,0.9989907
Ürün fiyatına göre gayet iyi Farklı boylarda tıraş yapablmeniz için 3 adet tarağı var Hiçbir tarak kullanmadığınızda ise jilete yakın kesiyor Şarjı da iyi dayanıyor,2,0.9848273
