sentiment,content,Text_Length,predicted_sentiment,confidence_score
2,Kızım çok beğendi eğlenceli dakikalar,37,2,[2.5518432e-03 4.6645507e-04 9.9698168e-01]
0,ürünü geçen hafta aldım model olarak güzel bir cihazdı ama redmii serisini kullananlar tercih etmesin BT bağlatısı kurulamıyor ve satıcı firma tarafından iade alınmıyor ürünün arkasında durabilen bir firma yok karşınızda bilginiz olsun,235,0,[0.97803324 0.00940541 0.01256141]
1,hiçbir şekilde müşteri hizmetlerine bağlanamadığınız iss sürekli otomatik sesli yanıt sistemi çıkıyor ve ulaşamıyorsunuz müşteri hizmetlerine aslında iki senedir memnundum kendilerinden ama son 1 haftadır sağladıkları hız 06mbit evet yanlış okumadınız sadece 06mbiti uygun gördüler banayarından tezi yok iptal işlemleri gerçekleşir,331,1,[1.0417628e-03 9.9830651e-01 6.5166701e-04]
1,lg ürünlerini teknosadan almayı düşünenlerin dikkatinedirbkz 52354616,69,1,[1.105971e-03 9.982664e-01 6.276608e-04]
1,orijinal değil fiyatına göre yoklukta gider,43,1,[6.1824947e-04 9.9847907e-01 9.0272742e-04]
2,Güzel yeni nesil atari ,23,2,[3.3702652e-03 4.3243132e-04 9.9619734e-01]
1,birkaç saat evvel tarafıma aktivasyon sağlayan iss ilk başvurudan aktivasyona süreç 7 gün sürdü kargonun pazar günü dağıtıma çıkmamasını hesaba katarsak 6 güne indirgeyebiliriz ilk izlenimime göre ping değeri download ve upload hızı türk telekom’a göre yüksek yani saydığım üç etmenden sırasıyla ilki olumsuz sonrakiler olumlu akn olmamasından dolayı saatin de etkisiyle saat 22 sularında yazmaya başladım yüksek ping aldığımı düşünüyorum internette yazan şikayetlerin aksine henüz hiç kopma olmadı turknet’e geçiş yapmayı düşünenler için turknet’in var olan tek tarifesi özgür internet ve geçiş sürecinde merak edilenler hakkında birkaç bilgilendirme yapayım1 özgür internet adil kullanım kotası olmayan taahhütsüz modem hediyesi olmayan ve bu entrynin yazıldığı an itibarıyla aylık fiyatı 6499 tl olan bir tarifedir2 ilk başvuru ekranında kredi kartınızı eklerseniz 60 tl olan aktivasyon ücreti 30 tl’ye düşüyor fakat bu tutar ilk başvuruda çekilmiyor ilk faturanıza ekleniyor3 başvuru belgelerinizi indiriyorsunuz 7 sayfa ve çıktısını alıp imzalayıp mng kargo ile ücretsiz gönderiyorsunuz turknet ücretsiz kargolamanız için bir müşteri numarası verecek fakat muhtemelen bu numara mng kargo şubesinde de bulunduğu için şubeye türknet’in müşteri numarasını söylemenize gerek kalmayacak kargo çalışanları turknet belgelerini görünce devamını halledeceklerdir diye umuyorum tabii bölgenizde turknet’e başvuran ilk siz değilseniz4 en sık karşılaşılan sorunlardan biri başvuru yapıp da port yok veya altyapı yok sorunu ile karşılaşma olasılığınız türksat kablonet uydunet dışındaki tüm iss’ler adsl ve vdsl hizmetinde türk telekom altyapısını kullanıyor dolayısıyla port ve altyapı sorununu çözecek olan kurum türk telekom birkaç yerde okuduğuma göre turknet de port kiralama talebinde bulunabiliyormuş ama turknet’in bu yöntemin genellikle olumsuz sonuçlandığı yönünde ifadeleri var bu sorunlara hiç sebebiyet vermeden turknet’in belge gönderilmeden “altyapı veya port yok başvurunuz iptal edilecek” demesi gerekir fakat belge gönderiminden sonra bu sorun patlak veriyor ve müşteriler turknet’i seçtiğine bin pişman şekilde iptal işlemleriyle uğraşıyorlar5 biz bu tür sorunlara mahal vermemek için ne yapıyoruz hiç turknet başvurusu işine girmeden 444 1 444 türk telekom’u arayıp internet hizmeti almak istediğimizi altyapı ve port sıkıntısı olup olmadığını soruyoruz olumlu ise kapatıp turknet’e başvurabiliriz olumsuz ise donanım haber forumunda bir ölücünün yöntemine başvurabiliriz bunu cidden yapmanızı tavsiye ediyorum türk telekom dışında bir iss’nin bunu halletmesi çok zor6 altyapı sorunu için ise bildiğim kadarıyla bölgenizdeki türk telekom müdürlüğüne dilekçe ile başvurmaktan başka çareniz yok maalesef önceki bir iss’ye başvurum sırasında alt ve üst komşumda internet bağlantısı olmasına ve aynı dairede daha önce internet kullanmama rağmen dairemde altyapı yok sorunu ile karşılaşmıştım bu tür saçmalıklara hazır olun bu saçmalığın düzelmesi için dilekçe ile başvuru yapmıştım ne zaman düzelttiler bilmiyorum7 turknet’e başvurduk belgeleri indirip yolladık diyelim belgeler ellerine ulaştığı gün hemen işleme almıyorlar benim belgelerim pazartesi saat 1030 sularında turknet tarafından teslim alınmasına rağmen salı saat 17 sularında bu bilgi işleme alındı ve bir sonraki aşamaya geçildi8 türk telekom binanızdaki ankastreye sizin adınıza kablo ucu bırakıp resmi prosedürler giderilenceye kadar beklemede kalacaksınız bu aşama da benim başvuru sürecimde 48 saat sürdü tabii yeni üyelik değil başka bir iss’den nakil yaptıysanız kablo ucu meselesi ortadan kalkıyor fakat prosedürlerin giderilmesi gerektiği için bu aşamanın da en az 48 saat süreceğini düşünüyorum9 binanızdaki ankastreye sizin adınıza kablo ucu bırakıldı ve türk telekom ile prosedürler giderildi modemin ip alabilmesi için kullanıcı adı ve şifreniz gönderilecek burada özellikle değinmek istediğim bahsettiğim kullanıcı adı ve şifre modem arayüzüne girişte karşınıza çıkan kullanıcı adı ve şifre değil modem ayarlarındaki internet ayarları kısmındaki kullanıcı adı ve şifre bölümüne bu bilgileri gireceksiniz siz ekşicisiniz yaparsınız ama bu bilgileri modem arayüzüne yazıp da daha modeme giriş yapamayan kişi sayısı azımsanmayacak düzeyde başka bir iss’den geçiş yaptıysanız bu bilgileri modemdeki internet ayarları kısmına girip internetinizi kullanmaya başlayabilirsiniz 10 modeminizde bir wifi şifresi yoksa internetiniz wifi üzerinden kullanıma açılmayacaktır airties modemimde bu uyarıyı verdi11 yeni üyeliklerde kurulum ekibini beklemeniz gerekiyor turknet’in saha ekibi olmadığı için bunu her ilde anlaştığı bir iletişim şirketine yaptırıyor taşeron anlayacağınız kurulum ekibinin gelmesi ortalama 48 saati buluyor bana en geç 48 saat süreceği söylenmişti daha sonraki görüşmelerimizde en geç değil direkt 48 saat sonrasına randevu alındığı bilgisi verildi yaklaşık 60 saat sonra geldiler hatta araya pazar gününün girmesinden dolayı 7296 saate de çıkacaktı fakat taşeron şirketin çalışanının çalışma saati esnekmiş turknet’in “saha ekiplerinin mesai sonu akşam 18’dir” bilgisine rağmen sağ olsun osman abi saat 19’da geldi12 internette yazan 10 metreye kadar modem ve telefon kablosu ücretsiz bilgisine kanmayın osman abi eğer ankastredeki adıma açılan kablo ucuna ekleyecek modem ve telefon bağlantı kablom yoksa metresi 2 tlden kablo çekeceğini söyledi 20 metre ethernet kablom vardı artık onu verdim de ankastreye bağladı dediğine göre daha kalın olduğu için bağlantı açısından daha iyi olmuş13 size verilen kullanıcı adı ve şifreyi modem arayüzündeki internet ayarları kısmına girdiyseniz modemdeki dsl ışığı sabitlendiği zaman modeminiz ip almış demektir turknet hemen internetin kullanılabilir olduğunu beyan eden bir mail gönderiyor14 modemin ilk ip aldığı günden itibaren ay sonuna kalan gün kadar kullanım yapacağınızdan dolayı faturanız da buna göre hesaplanacak örneğin 13 mayıs’ta modem ip aldıysa 1331 mayıs kullanımı 19 gün olduğu için 6499 tl31x19 tutarında internet kullanım ücretiniz olacak15 turknet ön ödemeli bir hizmet olduğu için her ayın birinci günü kullanacağınız dönemin faturası kesilir bu sebeple ilk faturanız şu şekilde olacak 19 günlük hesaplanan önceki ay ücreti  6499 tl  aktivasyon ücreti16 bu sebepten dolayı arkadaşını getir kampanyasını tercih etmenizi öneririm bu kampanyaya dahil olursanız yukarıda bahsettiğim ilk faturayı son ödeme tarihini geçirmeden ödediğiniz taktirde bir sonraki ay ücretsiz kullanım hakkını elde etmiş olacaksınız eğer bu kampanyadan benim vesilemle yararlanmak istersiniz davet linkime tıklayabilirsiniz  beni dinlediğiniz için teşekkür ederim arka planda tercihen kedi resmi,6629,1,[8.4182050e-04 9.9840134e-01 7.5685198e-04]
2,Çok güzel ya geçmişe götürüyor resmen ,38,2,[2.3148446e-03 4.9069209e-04 9.9719441e-01]
1,telefon sapıklığı yapmakla reklam yapmayı birbirine karıştıran firma23 defa beni de aradılar az önce tekrar aradılar hatta daha önce size benim şahsî bilgilerimi kim verdi diye sorduğumda bir yerlere bağlama bahanesiyle hattan düşürmüşlerdi bu sefer betül hanım diye bir bayana bağladılar hanımefendi diyor ki bizim şirketler grubumuza ait herhangi bir kuruluşla ilginiz olmuştur o şekilde isim soyisim ve telefon numaranız bizdedir ben de dedim ki daha önce arandığımda reklam için kesinlikle aranmak istemediğimi söylemiştim bilgilerimi veritabanınızdan silininiz o da tamam dedişayet bir kez daha ararlarsa yasal yollara başvurmayı planlıyorumşu kanun tasarısı kabul edilse de rahatlasakbkz reklam smslerinin yasaklanması,724,1,[8.601036e-04 9.983930e-01 7.468748e-04]
0,hiç memnun kalmadım,19,0,[9.987388e-01 7.299466e-04 5.312120e-04]
2,kargolandı Teşekkürler,22,2,[2.7821299e-03 4.3967416e-04 9.9677819e-01]
0,27 ağustosta aldım Sağ kulaklığı çalışmıyor mikrofon çalışıyor ama Gerçekten o kadar para verdiğime pişmanım,108,0,[9.9755836e-01 1.6899183e-03 7.5167813e-04]
2,harika bir ürün çocuklar için aldık ama daha çok biz oynuyoruz,62,2,[1.8452825e-03 6.3666160e-04 9.9751806e-01]
0,Fiyatı uygun olduğu için almıştım ancak kalite çok düşük Boyut olarak asla yetişkin insanı rahat ettirecek ölçüde değil,119,0,[0.99221826 0.00460364 0.0031781 ]
0,cok bi kalite beklemeyin kizim vakit gecirsin diye almistim ara ara kendiliginden kapaniyo fakat beklentimi karsiladi,117,0,[9.9854654e-01 8.3248049e-04 6.2091392e-04]
0,iş yerinde denedik çalıştı eve geldik çalışmıyoyor tek kullanımda bozuldu,73,0,[0.98863274 0.00357813 0.00778914]
1,an itibariyle ne dsl ışığı yanıyor ne mobil uygulamaya girilebiliyor ne de web online işlemlere kaçtınız mı lan doğru söyleyin,126,1,[1.1591165e-03 9.9822181e-01 6.1907445e-04]
2,Lazer epilasyona gittiğim için aldım iş görür kaliteli,54,2,[2.1588092e-03 5.2319351e-04 9.9731797e-01]
1,aynen tahmin ettiğim gibi nakil işlemini gerçekleştiremeyen firma bunların teknik elemanı yoktur eve bir teknofix diye bir taşeron gelir hiçbir şey yapmadan evde internet varsa 108 tl alır gider yoksa yalan kataloğundan uygun bir yalanla gider internetiniz yoktur muhatabınız yoktur ve yine 108 tl gider,303,1,[8.4475440e-04 9.9840003e-01 7.5522874e-04]
0,Bin pişmanım  daha 1 kez temiz çamaşır yıkadığına şahit olmadım deterjan lekesi bırakıyor her yıkamada illlallah ettim elimde yıkasam daha temiz olur,149,0,[9.9882561e-01 7.1237137e-04 4.6202494e-04]
1,hiç kullanmadım ara ara acaba diyorum bir şeyler kaçırıyor muyum bi giriş mi yapsam  soruydu bu da,98,1,[0.00124189 0.99643445 0.00232367]
1,fakirlerin zengin taklidi yaptığı bir garip platform,52,1,[9.3039393e-04 9.9837506e-01 6.9459167e-04]
2,Ürünü Babam için satın aldım ben bile çok beğendim Tam bir fiyat performans ürünü Gayet hızlı bir arayüze sahipamazzon ve kargo firması kolay gelsin kargo çalışanlarına çok teşekkürler,184,2,[0.00117252 0.0038518  0.9949757 ]
2,ürün çok güzel kibar ve kullanışlıtavsiye ederim,48,2,[0.00140737 0.00205125 0.9965413 ]
0,Kalitesiz malzeme,17,0,[9.983474e-01 9.840244e-04 6.686281e-04]
0,Urun fiyari iyi gayet guzel ama kirik geldi bana olmasa iyi olurdu,66,0,[0.9627356  0.03027827 0.00698605]
2,ürün başarılı herkese tavsiye ederim ,37,2,[2.317489e-03 4.922497e-04 9.971903e-01]
2,Tek buton gayet kullanışlı bir ürün 2 dakikada Türk kahvesi içiyoruz işte bu fiyata240 TL gayet alınabilir,106,2,[2.3135645e-03 4.9337733e-04 9.9719304e-01]
1,ne onlayn işleminden ne alo 400vırtvırt hattından işlem yapılmaması gereken hede 24 aylık taahhüdümün bitmesine 10 gün kala onlayn işlemlerinden 90 tl lik pakete 24 ay taahhüt verdim taahhüdün bitiminden 10 gün sonra kontrol edeyim dedim tataaaam güncel fatura 220 tl iyi alo vırt zırt hattından vereyim taahhüdü dedim iki kere aradım taahhüdün işleme konmamış cevabını aldım böyle lakayt bir kurum görmedim beni niye onlayn işlem diye güvendiriyorsunuz o zaman bir de diyorsun adamlar internet servisi sağlıyor bu işi onlar bilmeyecek de kim bilecek yazıklar ossun neyse 444 vırt vırt hattındaki ilk temsilci 110 liralık paketi satmaya çalıştı 90 lık pakete taahhüt verdiydim dedim öyle bir paket yok ki cevabını aldım iyi mi bir bakayım yine de dedi sonra hmm 102 liralık paket var 24 ay taahhüt le dedi tamam dedim sistemden yanıt bekledi bekledi sonra sistem gitti sonra ara dedi iyi dedim aradım bu sefer başka temsilciye dedim 102 liralık paket alacağım aldığım cevabı tahmin ettiniz sanırım yine de yazayım öyle bir paket yok ki hmm bakayım 110 luk var iyi lanet olsun onu ver dedim sistemden yanıt bekledik bekledik bekledik allah bekledik senin altyapı 20 mb kaldırmaz ki 16 veriyorum 106 liraya kurban alır gibi el sıkışa sıkışa anlaştık bu bana ders oldu bunu okuyanlara da olsun türk telekomun ne alo 444 vırt vırtından ne onlaynından işlem yaparım yapalım mı diyene de hadi ordan layn derim,1403,1,[9.4480556e-04 9.9831724e-01 7.3796994e-04]
1,rezalet ötesi bir firmamaalesef bulunduğumuz sokakta kablonet ve superonline yok diğerleri de taahhütlü ağzımız yanmış vs derken bu turknet belasını da deneyeyim dedik evrakları kargoyla teslim alana kadar günde 4 kere arayan bu sahtekarlar iş bağlantıya gelince verdikleri sözleri asla tutmuyorlar söyledikleri gün ve saatte ne arayan soran var ne de gelen giden işte çağrı merkezi burada debreye giriyor telefonunuz tanımlı olduğu için ne zaman arasanız kurulum yapıldı modem kurulumunu yapıp kullanmaya başlayabilirsiniz ananonsu duyup yüzüme kapanan bir telefonyeni bağlantı randevusu için de istedikleri yere aman atıyorsun önce ekipler sizi arayacak dönüşü alıp birkaç saat içinde de randevu saatiniz ekiplere iletildi mesajı alıyoruz ama ortada ne saat var ne geri dönüş yapan ekipözetle allah belasını veresice bu firmamsıya bulaşmayın gerekiyorsa internet kullanmayın ama yine de bulaşmayın,899,1,[8.3143456e-04 9.9837023e-01 7.9829362e-04]
0,calistiginiz surece baymak bile satamazsiniz,44,0,[0.99674606 0.00117216 0.00208174]
2,Çok güzel geldi teşekkürler,27,2,[2.1003385e-03 5.3619238e-04 9.9736351e-01]
0,ürünün şarjı cabuk bitiyor 10 dk iade ettim,43,0,[9.985108e-01 8.561506e-04 6.330589e-04]
2,Harika bir makina Çok beğendim,30,2,[2.5220828e-03 4.6744381e-04 9.9701047e-01]
0,Ürün kullanımının ertesi günü arıza yaptı  Hiçbir ışık yanmıyor resetledim her şeyi denedim çalışmadı Kutulayıp geri gönderdim Şanssızlık mı bilmiyorum Aciliyetten aynı ürünü marketten daha pahalıya almak zorunda kaldım,219,0,[9.9838614e-01 1.0077683e-03 6.0612225e-04]
2,geçen sene nişanlıyken mağazadan almıştık 9 aydır evliyim kullanıyoruz gerçekten güzel makine herkese öneririm,110,2,[2.1464117e-03 5.3007522e-04 9.9732357e-01]
1,1 dakikada film indirebilecek bir sistem yapıyormuş yanlız sizden kaldıracağı para da 149 tl imiş ,98,1,[9.9934486e-04 9.9833626e-01 6.6438928e-04]
0,bi işe yaramaz aldığınıza pişman olursunuz,42,0,[9.9814475e-01 8.1710552e-04 1.0381701e-03]
2,Çok kaliteli bir ürün tavsiye ederim,36,2,[3.0865620e-03 4.0117925e-04 9.9651223e-01]
1,bir aydır kapatmaya çalıştığım uygulamadır hesabımı dondurduğum halde kendiliğinden açıldı aynı hafta iki kez dondurma işlemi yapılamadığı için bir hafta bekledikten sonra işlemi tekrarladım bu gün kontrol ettiğimde tekrar açıldığını gördüm bilinçli mi yapılıyor uygulama hatası mı bilemedim,291,1,[8.2384649e-04 9.9840575e-01 7.7041407e-04]
0,Kablosu kaliteli gerisi çöp şarj makinenizi bozuyor  olabilir dikkat edin,73,0,[0.97183675 0.02239318 0.00577011]
2,Rengi çok güzel ve kaliteli,27,2,[2.3996658e-03 4.8440890e-04 9.9711597e-01]
2,idare eder,10,2,[3.6803284e-03 6.3794246e-04 9.9568176e-01]
2,idare eder,10,2,[3.6803284e-03 6.3794246e-04 9.9568176e-01]
0,Diğer sandalyelere göre biraz küçük,35,0,[0.90822446 0.03206719 0.05970835]
1,iki akşamdır saat 0000 olduğunda internet komple kesiliyor biliyorsunuz müşteri temsilcileri yok dolayısıyla muhattap bulamıyoruzsakın bulaşmayın,145,1,[1.1546648e-03 9.9823195e-01 6.1342178e-04]
2,Tavsiye ile babama aldım çok memnun Kaliteli fiyat uygun e daha ne istersiniz bende tavsiye ederim,98,2,[2.3274908e-03 4.9807242e-04 9.9717438e-01]
2,Beklediğim gibiydi,18,2,[2.2790693e-03 5.0443504e-04 9.9721646e-01]
2,Fiatı çok uygun ve çelik olması acısından da çok güzel Afiyetle kahve içebiliyoruz tasviye ederim,97,2,[1.9127200e-03 6.8395236e-04 9.9740332e-01]
2,Olumlu yönleri Tavsiye ediyorum,31,2,[2.6359062e-03 4.4929684e-04 9.9691474e-01]
2,satıcının ürünü kargoya 1 hafta sonra vermesi dışında ürün 10 numara tavsiye ederim,83,2,[2.1798050e-03 7.9247187e-04 9.9702770e-01]
1,türklerin birçoğu tarafından adı yanlış şekilde telaffuz edilen sosyal medya sitesi,83,1,[9.5502025e-04 9.9836510e-01 6.7994493e-04]
0,çok kotü bir kokusu var aldığım gibi çöpe attım,47,0,[9.987337e-01 7.118182e-04 5.544740e-04]
0,Eşim ve kendimi aynı ürünü almıştım Biri farklı geldi Doğru gelende özürlü geldi İade edeceğim,94,0,[0.9966294  0.00191869 0.00145182]
2,sarıp sarmalamışlar teşekkürler ilginiz için,44,2,[0.00219059 0.00114752 0.9966619 ]
0,pek beğenmedik ayarlayamadik bir türlü,38,0,[9.9779582e-01 6.5608259e-04 1.5480692e-03]
1,kesinlikle bulaşmamanız gereken internet sağlayıcı ha illa almak istiyorsanız da asla iptal edemediğinizi bilin iptal etmek için aradığınızda çok üzüldük biz sizi son bir kez arayacağız diyorlar ve telefonu siz açamadan çaldırıp kapatıyorlar bir hafta önce faks gönderdim iptal dilekçemi ve kimlik fotokopimi ama turknet ısrarla süreci uzatıyor ve faturalanan gün sayısını uzatıyor şikayet edeceğim bu entryi yazma sebebim de bunları hala kullanmayı düşünen varsa bilgilensin diye,480,1,[9.938880e-04 9.983267e-01 6.794151e-04]
2,Berberin Tavsiyesiyle aldım çok güzel ,38,2,[2.7541625e-03 4.3885320e-04 9.9680698e-01]
2,merhabalar güzel ürün ve hızlı teslimat için teşekkürler,56,2,[2.0177660e-03 5.4859003e-04 9.9743360e-01]
1,neredeyse 100 zam almıştır steam’e ayak uydurmaya başladılar sıra epic’de.,74,1,[1.0553144e-03 9.9830306e-01 6.4161641e-04]
1,ps4 kullanıcısı olarak konuya çok uzağım xbox series s konsol alıp bir de gamepass paketine abone olduk diyelim oradaki bütün oyunları ekstra ücret ödemeden direkt oynayabiliyor muyum bir de bir oyunu önce indirip xboxa kurup öyle mi oynuyoruz yoksa internet üzerinden uzaktan mı oynatıyor nasıl oluyor bu işler ps4 oyunu hiç alamıyorum artık xboxa geçesim var ondan soruyorumedüt sayın playstation oyun fiyatlandırma konusunda malum partiden hiç farkın yok yeminle.,466,1,[1.0135344e-03 9.9832028e-01 6.6619355e-04]
1,taahhütüm bittiği için bana mevcut tarifemin iki katı fatura kesen bir kurumdur faturayı kesene kadar müşteri hizmetlerinden sözlüyazılı bir bildirim almadım taahhüt yenilemeye dair zar zor ulaştım müşteri hizmetlerine şikayetimi aldı ve sonuçla ilgili beni bilgilendireceklerini söyledi şikayet sonucum sms le ulaştı tarafımaolumlu oldu ve taahhüt yenilendi heralde diye düşündüm hala arayan soran yok öbür ay bi bakıyorum yine yüklü fatura pardon faturayı keserken aklınıza gelmiyor mu acaba arayıp yenilemek hem müşteriyi mağdur edin hem de biz bilgi verdik zaten diyip kenara çekilin şikayet de almayın bu sefer ilgili bir yetkiliye de yönlendirmiyorlar ancak twitterdan yazabiliyoruz bu kapitalist eksik veya dolaylı yoldan bilgi vererek kandırmaya çalışan kurumlardan uzak durmak lazım müşteri memnuniyetiymiş hak hukukmuş yalan dolan sinirlenip tarifeyi kapattım geri arıyorlar bu sefer 444ten ama açınca kimse düşmüyor sistemleri öyle işlevsiz ulaşmak namümkün ama işine gelince biz bilgi verdik resmen rezalet,1018,1,[6.7657128e-04 9.9816078e-01 1.1626369e-03]
2,super bi tras makinasi bunun gibisi yok iki tane aynisindan aldım tavsiye ederim kesinlikle alacaginiz tek makina bu hic düşünmeden alabilirsiniz,145,2,[2.6881120e-03 4.4595165e-04 9.9686593e-01]
2,Ürün güzel kullanıyorum tavsiye ederim,38,2,[2.4957773e-03 4.6251845e-04 9.9704164e-01]
1,numaramızı verdik bir ön başvuru içinsadece internet istedim telefon vermemiz gerekiyor dediler o zaman başvuruyu yapmadık bunlar gaza geldiler içip içip arıyorlar arkadaşlar saat farkı yok  gece gündüz içip siz başvuru yapmışsınız size internet verelim diye arıyorlar bakalım ne zaman vazgeçeçeklertanım bağımsız bir yeni nesil telekom operatörü tanım2 vazgeçmeyen sevgili,373,1,[1.0051166e-03 9.9832958e-01 6.6525949e-04]
2,İyi bir üründü,14,2,[2.9588570e-03 4.1341720e-04 9.9662775e-01]
2,şimdilik gayet güzel pişirdi bakalım diğer şeylerde böyle güzel pişer inşallah,78,2,[0.00193438 0.00768623 0.99037945]
1,Pişirmesi güzel ancak buradan üreticiye sesleniyorum Isıtıcıya koyulan emniyet müşürü akıllıca ve gerekli ancak nasıl koyarsanız koyun ikinci kullanımdan sonra yerine tam oturmadığı için müşüre baskı olmadığından çalışmıyor Ben kağıt sıkıştırarak hallettim 4 Isı ayarında et köfte güzel yakmadan mangal tadında pişiriyor Fiyatına göre güzel ürün  emniyet müşürü hariç ,368,1,[6.535154e-04 9.983979e-01 9.485488e-04]
2,2011 yılında almıştım aldığım en güzel süpürgem canım benim su kovasındaki kırmızı çizgiyi aşarak fazla su koymam neticesinde motorunu yaktım çok üzülmüştüm  Aynı süpürgeden almaya karar vermiştim ki yetkili servise gidip sordum motorunun değiştirilmesiyle tekrardan kullanabileceğimi söyledi ve hemen o gün yeni motor takıldı eve getirip çalıştırdığımda farkettim ki  eskisinden çok daha güzel emiş kuvveti artmıştı iyiki fazla su koyup eskiyen yanan motoru yeniletmişim  Temizliğinden herkes şikayet etmiş iki adet aparatı çıkartıp klozete döküyorum yine kendi kovasının içinde duşakabinde aparatları yıkayıp tekrar kovasını klozete döküyorum arada bir toz bezlerimle birlikte çamaşır makinasına atıp yıkıyorum  Arnicam benim seni hiç bir süpürgeye değişmem hep benimle kal  süpürge alacaklara kesinlikle tavsiye ederim ,822,2,[2.8123774e-03 6.8879302e-04 9.9649882e-01]
2,Boyutu küçük demişler ama bence ideal Nostaljik ve çok eğlenceli Şarzı da epey gidiyor,86,2,[1.7341998e-03 6.4242294e-04 9.9762338e-01]
2,ürün çok güzel güvenilir satıcı,31,2,[2.2517673e-03 4.9978634e-04 9.9724847e-01]
2,kesinlikle kaliteli mikemmel,28,2,[2.3546608e-03 4.9356872e-04 9.9715173e-01]
2,ürünü alalı 15veya 20 gün oldu gerçekten ürün süper meraklı olana bu ürünü tavsiye ederim hepsiburadacoma teşekkür ederim,121,2,[2.3458973e-03 4.9079047e-04 9.9716324e-01]
1,vatan bilgisayardan alışveriş yapmanın iki ön koşulu vardır world card sahibi olmalısınız ayda 12 defainternet mağazasında daha fazla yapılan 18 kdv bizden ya da 25 indirimlerini takip etmek gerekirbunun dışında world card sahiplerine yönelik her zaman uygulanan 8lik indirimden dahi faydalansanız yapacağınız alışverişler fiyat bakımından ya piyasanın üstünde yada hemen hemen eşit seviyede olur mağazalardaki indirimlerden nakit ile faydalanmayı düşünürseniz ki bu en fazla 18 kdv bizden indirimini kapsar alacağınız ürünün piyasa fiyatı ile karşılaştırıldığında çok ama çok az bir indirim farkı için elinizdeki sıcak parayı vatan bilgisayara gömmüş olursunuz,661,1,[8.2574546e-04 9.9838102e-01 7.9327519e-04]
2,kaliteli ürün sıfıra,20,2,[0.02347637 0.00272931 0.97379434]
0,kargo biraz geç geldi ,22,0,[0.95804036 0.00500526 0.03695442]
0,Ilk kullanmada alerji yaptıiade etmeye çalışıyorum,50,0,[0.9872088  0.00390761 0.00888369]
2,Firma çok ilgiliydi Çocuklarim oyuncaklarını çok begendiler Kargo paketleme çok guzel yapilmisti çok tesekkur ederim,116,2,[2.2525529e-03 5.1150582e-04 9.9723595e-01]
0,ücretini bana ödettirdiler Çok ayıp,35,0,[0.9539493  0.01664474 0.02940603]
1,cumartesi günü müşteri hizmetleri tarafından arandığımda türk telekom premium ayrıcalıkları arasında 150 gb bulut depolamasını vadettikleri için mevcut paketimden premiuma geçtim daha sonra öğrendim ki verdikleri bulut depolaması 150 değil 2 gb imiş öyle olunca müşteri hizmetlerini arayıp şikayet kaydı bıraktım 3 gün içerisinde dönüş yaparız dediler 4 günde geri dönüş yapmadıkları için ben aradım bugün premium özellikleri arasında olan özel müşteri hizmetleri numarasından aramama rağmen müşteri hizmetlerine bağlanmam 3 dakika sürdü daha sonra telefondaki arkadaş düşülen bilgi notlarında operatörün yanlış bilgi aktarmadığını ve şikayetin kapatıldığını söyledi tekrar şikayet kaydı oluşturmak istediğimde aynı konu için ikinci kez kayıt açamayacaklarını söylediler kendi ses kaydımı dinlemek istediğimde de bunun mümkün olmadığını söylediler kendi yaptıkları yanlış bilgilendirme yüzünden memnun olduğum tarifeden ayrılıp daha fazla para ödediğim ve avantajları beni cezbetmeyen bir tarifeye geçtim internet şikayetlerini gram önemsemediklerini biliyorum fakat yine de buraya yazayım türk telekom hakkında hiç bir fikri olmayanlar azıcık fikir sahibi olsun,1162,1,[6.6195126e-04 9.9800462e-01 1.3334865e-03]
1, mükemmel bir karikatür hem komik hem karakomik hemde o kadarda gerçek ve acı,77,1,[1.0294041e-03 9.9831152e-01 6.5907155e-04]
0,çok çok kötü bir ürün üzülerek söylüyorum,41,0,[9.9786001e-01 7.5042684e-04 1.3894581e-03]
2,Rengi de çok güzel işlevselliği de kaliteli ve fiyat olarak da uygun Hediye olarak almıştım kendime de bir tane almayı düşünüyorum,130,2,[2.0192983e-03 5.5236719e-04 9.9742836e-01]
0,Fiyatına göre aman aman değil Bence bu ürünün fiyatı 4550 tl olmalıydı,70,0,[0.9826696  0.00601823 0.01131223]
0,ürün kötüpaketleme sıfıröyle açık jiletine koyup göndermişlerkutusu bile yoktuhiç tavsiye etmiyorumboşuna para vermeyin,119,0,[9.9892235e-01 5.0532061e-04 5.7227357e-04]
0,tabanlık 2 numara büyük koyulmuş resmen birde gerçekten küçük,61,0,[0.99668247 0.00163891 0.00167864]
0,ürün çok berbat hiç tavsiye etmiyorum ne arama yapılınca nede Bluetooth baglaniyo saate bakmak için ekrana basman gerikiyo hiç almayın size tavsiyem,148,0,[9.9896872e-01 6.1779039e-04 4.1343475e-04]
0,Firma farklı ürün gönderdi,26,0,[9.9775058e-01 8.9641986e-04 1.3529812e-03]
0,Hafif bir ürün olduğu icin istediğim gibi atlayamiyorum,55,0,[0.9868514  0.00217613 0.01097251]
0,Çok beğenmedi eşime almıştım fiyat performans ürünü diyelim,59,0,[9.988122e-01 6.373055e-04 5.505577e-04]
2,çok güzel bir makine sesi benim eski makineye göre çok az çıkıyor alımıda sıfıra yakın çok beğendim ,100,2,[0.00136474 0.02463135 0.974004  ]
